Trial Info,,,,,,,,,,,,
Week,16/11/2015,,,,,,,,,,,
Study ID,54,,,,,,,,,,,
Journal name,JAMA,,,,,,,,,,,
Trial Title,Early Administration of Azithromycin and Prevention of Severe Lower Respiratory Tract Illnesses in Preschool Children With a History of Such Illnesses - A Randomized Clinical Trial,,,,,,,,,,,
Trial Link,http://jama.jamanetwork.com/article.aspx?articleid=2470445,,,,,,,,,,,
Publication date,17/11/2015,,,,,,,,,,,
Registry link,http://clinicaltrials.gov/show/NCT01272635,,,,,,,,,,,
Registry ID,NCT01272635,,,,,,,,,,,
"Protocol link, if available",http://jama.jamanetwork.com/data/Journals/JAMA/934686/JOI150130supp1_prod.pdf,Note: published after trial commencement,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Prespecified Primary Outcome,,,,,,,,Correctly reported?,Incorrectly reported in main trial results table or figure?,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,Progression to clinically significant lower respiratory tract symptoms [14 days],,,,,,,Yes,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Total,1,,,,,,TOTALS,1,,,,
,,,,,,,,,,,,
Prespecified Secondary Outcome,,,,,,,,Correctly reported?,Incorrectly reported in main trial results table or figure?,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,asthma related symptoms [14 days],,,,,,,Yes,,,,
2,"absence from school, daycare, and/or parental work [14 days]",,,,,,,No,,,Yes,
3,"urgent care visits, ED visits and hospitalizations [14 days]",,,,,,,Yes,,,,
4,drug related side effects [14 days],,,,,,,Yes,,,,
,,,,,,,,,,,,
Total,4,,,,,,TOTALS,3,,,1,
,,,,,,,,,,,,
Non-prespecified outcome in publication,,,,,,,,Correctly reported as non-pre-specified?,,,Not declared as non-prespecified,
1,Albuterol use,,,,,,,No,,,Yes,
2,Presence of azithromycin-resistant organisms in oropharyngeal samples,,,,,,,No,,,Yes,
3,Time to Second Treated RTI,,,,,,,No,,,Yes,
,,,,,,,,,,,,
Total,3,,,,,,TOTALS,,,,3,
,,,,,,,,,,,,
Complications to trial and issues arising in free text,,,,,,,,,,,,
