Trial Info,,,,,,,,,,,,
Week,19/10/2015,,,,,,,,,,,
Study ID,7,,,,,,,,,,,
Journal name,The Lancet,,,,,,,,,,,
Trial Title,An internet-delivered handwashing intervention to modify influenza-like illness and respiratory infection transmission (PRIMIT): a primary care randomised trial,,,,,,,,,,,
Trial Link,http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(15)60127-1/fulltext,,,,,,,,,,,
Publication date,7 Aug 2015 (Online). 24 Oct 2015 (Print),,,,,,,,,,,
Registry link,http://www.controlled-trials.com/ISRCTN75058295,,,,,,,,,,,
Registry ID,ISRCTN75058295,,,,,,,,,,,
"Protocol link, if available",Study protocol does not appear to be publically available,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Prespecified Primary Outcome,,,,,,,,Correctly reported in main trial results table?,Incorrectly reported in main trial results table,"Not reported in table, but reported elswhere in paper?",Not reported in journal publication,Not properly pre-specified
1,The nature of the infection [Time period: One month],,,,,,,No,No,No,No,Yes
2,The duration of symptoms rated moderately bad [Time period: One month] ,,,,,,,No,No,No,Yes,No
3,The number of days where work/normal activities were impaired [Time period: One month],,,,,,,No,No,No,Yes,No
4,"Whether other family members either had a similar infection before or after the index case, and what the time interval was. Evidence of transmission will be defined as a respiratory illness developing within a week of another family member. ",,,,,,,No,No,No,No,Yes
5,Whether contact with the health service was needed [Time period: One month],,,,,,,No,No,No,Yes,No
6,How well the index patient and other family members complied with the target behaviours (for the intervention group only) [Time period: One month],,,,,,,No,No,No,Yes,No
,,,,,,,,,,,,
Total,6,,,,,,TOTALS,0,0,0,4,2
,,,,,,,,,,,,
Prespecified Secondary Outcome,,,,,,,,Correctly reported in main trial results table?,Incorrectly reported in main trial results table,"Not reported in table, but reported elswhere in paper?",Not reported in journal publication,Not properly pre-specified
1,Admission to hospital for respiratory or cardiovascular complications [Time period: Study duration],,,,,,,No,No,No,Yes,No
2,"""whether patients attended the GP for their ILI (influenza like illness) or other respiratory tract infections68"" [Time period: Study duration]",,,,,,,No,No,No,Yes,No
3,"""whether antibiotics or antivirals were prescribed"" [Time period: study duration]",,,,,,,No,No,No,Yes,No
4,Any subsequent referrals [Time period: study duration],,,,,,,No,No,No,Yes,No
5,"Attitudes, beliefs, intentions, and self-reported adherence for each behaviour on 7 point Likert scales......in the main trial at the end of the winter (we will randomly choose 1:20 patients for this outcome)",,,,,,,No,No,No,Yes,No
6,"""we will use an adherence questionnaire (the 'Problematic Experiences of Therapy Scale'; PETS) that we have used in previous studies, including the MRC ATEAM trial, and two vertigo trials To reduce social desirability effects on reporting of adherence, the PETS asks patients to what extent they have been prevented from carrying out the intervention by socially acceptable reasons (e.g. symptoms too severe or aggravated by the intervention; doubts about efficacy; uncertainty about how to carry out the intervention; practical problems such as lack of time or opportunity, forgetting)""",,,,,,,No,No,No,Yes,No
7,,,,,,,,,,,,
8,,,,,,,,,,,,
9,,,,,,,,,,,,
10,,,,,,,,,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
,,,,,,,,,,,,
Total,6,,,,,,TOTALS,0,0,0,6,0
,,,,,,,,,,,,
Non-prespecified outcome in publication table,,,,,,,,Correctly reported as non-pre-specified in table?,,,Not reported as not pre-specified,
1,Any respiratory infection in past 4 months,,,,,,,No,,,Yes,
2,Any respiratory infection in a household member in the past 4 months,,,,,,,No,,,Yes,
3,Any gastrointestinal infection in past 4 months,,,,,,,No,,,Yes,
4,Any influenza-like illness in past 4 months,,,,,,,No,,,Yes,
5,Number of respiratory infections in past 4 months,,,,,,,No,,,Yes,
6,Number of respiratory infections in household memberÂ in past 4 months,,,,,,,No,,,Yes,
7,Number of days of moderate or bad symptoms in all study participants,,,,,,,No,,,Yes,
8,Number of days moderate or bad symptoms in those who had an infection,,,,,,,No,,,Yes,
9,Any respiratory infection in the past month,,,,,,,No,,,Yes,
10,Influenza-like illness in past month,,,,,,,No,,,Yes,
11,Household member with a respiratory infection in the past month,,,,,,,No,,,Yes,
12,Illness occurring in index individual within one week of a household member having a similar illness,,,,,,,No,,,Yes,
13,Another household member gets a similar infection within a week of index individual having it?,,,,,,,No,,,Yes,
14,Antibiotic use in primary case withinÂ 4 months,,,,,,,No,,,Yes,
15,Antibiotic use in primary case within 12 months,,,,,,,No,,,Yes,
16,Consultation in primary care or hospitalisation with respiratory infection within 4 months,,,,,,,No,,,Yes,
17,Consultation in primary care or hospitalisation with respiratory infection within 12 months,,,,,,,No,,,Yes,
,,,,,,,,,,,,
Total,17,,,,,,TOTALS,0,,,17,
