Trial Info,,,,,,,,,,,,
Week,02/11/2015,,,,,,,,,,,
Study ID,31,,,,,,,,,,,
Journal name,NEJM,,,,,,,,,,,
Trial Title,Isosorbide Mononitrate in Heart Failure with Preserved Ejection Fraction,,,,,,,,,,,
Trial Link,http://www.nejm.org/doi/full/10.1056/NEJMoa1510774,,,,,,,,,,,
Publication date,08/11/2015,,,,,,,,,,,
Registry link,https://clinicaltrials.gov/ct2/show/record/NCT02053493,,,,,,,,,,,
Registry ID,NCT02053493,,,,,,,,,,,
"Protocol link, if available",http://www.nejm.org/doi/suppl/10.1056/NEJMoa1510774/suppl_file/nejmoa1510774_protocol.pdf,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Prespecified Primary Outcome,,,,,,,,Correctly reported in main trial results tables?,Incorrectly reported in main trial results tables,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,To evaluate whether isosorbide mononitrate increases daily activity as assessed by 14-day averaged arbitrary accelerometry units in comparison to placebo. Participants will be assessed at weeks 5-6 and weeks 11-12 Comparison of weeks 5/6 and weeks 11/12,,,,,,,Yes,,,,
2,,,,,,,,,,,,
3,,,,,,,,,,,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
,,,,,,,,,,,,
Total,1,,,,,,TOTALS,1,,,,
,,,,,,,,,,,,
Prespecified Secondary Outcome,,,,,,,,Correctly reported in main trial results tables?,Incorrectly reported in main trial results tables,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,Change in 6 minute walk distance [week 7],,,,,,,Yes,,,,
2,Change in 6 minute walk distance [week 13],,,,,,,Yes,,,,
3,Hours active/day during maximally-tolerated dose of study drug (comparison of weeks 5-6 and 11-12),,,,,,,Yes,,,,
4,Slope of daily averaged AAU during study drug administration (comparison of weeks 3-6 and 9-12),,,,,,,No,No,No,Yes,
5,AUC of daily-averaged AAU during study drug administration (comparison of weeks 3-6 and 9-12),,,,,,,Yes,,,,
6,Patient preference for isosorbide mononitrate treatment at the end of study [week 30],,,,,,,No,No,Yes,,
7,Change in Borg Score during 6 minute walk test [week 7],,,,,,,Yes,,,,
8,Change in Borg Score during 6 minute walk test [week 13],,,,,,,Yes,,,,
9,Quality of Life score (Kansas City Cardiomyopathy Questionnaire) [week 7],,,,,,,Yes,,,,
10,Quality of Life score (Kansas City Cardiomyopathy Questionnaire) [week 13],,,,,,,Yes,,,,
11,Change in N-terminal pro-B-type natriuretic peptide level [week 7],,,,,,,Yes,,,,
12,Change in N-terminal pro-B-type natriuretic peptide level [week 13],,,,,,,Yes,,,,
,,,,,,,,,,,,
Total,12,,,,,,TOTALS,10,,1,1,
,,,,,,,,,,,,
Non-prespecified outcome in publication,,,,,,,,Correctly reported as non-pre-specified in tables?,,,Not declared as non-prespecified,
1,Total Score on Minnesota Living with Heart Failure Questionnaire,,,,,,,No,,,Yes,
2,"Blood pressure (systolic, diastolic, MAP)",,,,,,,No,,,Yes,
3,,,,,,,,,,,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
6,,,,,,,,,,,,
7,,,,,,,,,,,,
8,,,,,,,,,,,,
9,,,,,,,,,,,,
10,,,,,,,,,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
,,,,,,,,,,,,
Total,2,,,,,,TOTALS,0,,,2,
,,,,,,,,,,,,
Complications to trial and issues arising in free text,,,,,,,,,,,,
