Trial Info,,,,,,,,,,,,
Week,4,,,,,,,,,,,
Study ID,41,,,,,,,,,,,
Journal name,JAMA,,,,,,,,,,,
Trial Title,Endovascular Revascularization and Supervised Exercise for Peripheral Artery Disease and Intermittent Claudication,,,,,,,,,,,
Trial Link,http://jama.jamanetwork.com/article.aspx?articleid=2468892,,,,,,,,,,,
Publication date,10/11/2015,,,,,,,,,,,
Registry link,http://www.trialregister.nl/trialreg/admin/rctview.asp?TC=2249,,,,,,,,,,,
Registry ID,NTR2249 (Netherlands),,,,,,,,,,,
"Protocol link, if available",http://jama.jamanetwork.com/article.aspx?articleid=2468892,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Prespecified Primary Outcome,,,,,,,,Correctly reported?,Incorrectly reported in main trial results table or figure?,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,Maximum walking distance [1 month],,,,,,,Yes,,,,
2,Maximum walking distance [6 months],,,,,,,Yes,,,,
3,Maximum walking distance [12 months],,,,,,,Yes,,,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
,,,,,,,,,,,,
Total,3,,,,,,TOTALS,3,,,,
,,,,,,,,,,,,
Prespecified Secondary Outcome,,,,,,,,Correctly reported?,Incorrectly reported in main trial results table or figure?,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,Preference-based ultilities (Rating Scale) [1 month],,,,,,,Yes,,,,
2,Preference-based ultilities (Rating Scale) [6 months],,,,,,,Yes,,,,
3,Preference-based ultilities (Rating Scale) [12 months],,,,,,,Yes,,,,
4,EQ-5D [1 month],,,,,,,,,,Yes,
5,EQ-5D [6 months],,,,,,,,,,Yes,
6,EQ-5D [12 months],,,,,,,,,,Yes,
7,SF-36 Physical functioning [1 month],,,,,,,Yes,,,,
8,SF-36 Physical functioning [6 months],,,,,,,Yes,,,,
9,SF-36 Physical functioning [12 months],,,,,,,Yes,,,,
10,SF-36 Physical-role functioning [1 month],,,,,,,Yes,,,,
11,SF-36 Physical-role functioning [6 months],,,,,,,Yes,,,,
12,SF-36 Physical-role functioning [12 months],,,,,,,Yes,,,,
13,SF-36Â Social functioning [1 month],,,,,,,,,,Yes,
14,SF-36Â Social functioning [6 months],,,,,,,,,,Yes,
15,SF-36Â Social functioning [12 months],,,,,,,,,,Yes,
16,VascuQoL score [1 month],,,,,,,Yes,,,,
17,VascuQoL score [6 month],,,,,,,Yes,,,,
18,VascuQoL score [12 month],,,,,,,Yes,,,,
19,Maximum painless walking distance [1 month],,,,,,,Yes,,,,
20,Maximum painless walking distance [6 months],,,,,,,Yes,,,,
21,Maximum painless walking distance [12 months],,,,,,,Yes,,,,
22,ABI at rest [1 month],,,,,,,Yes,,,,
23,ABI at rest [6 months],,,,,,,Yes,,,,
24,ABI at rest [12 months],,,,,,,Yes,,,,
25,ABI after exerciseÂ [1 month],,,,,,,Yes,,,,
26,ABI after exerciseÂ [6 months],,,,,,,Yes,,,,
27,ABI after exerciseÂ [12 months],,,,,,,Yes,,,,
28,Clinical success measured by improvement in Rutherford scale [1 month],,,,,,,,,,Yes,
29,Clinical success measured by improvement in Rutherford scale [6 months],,,,,,,,,,Yes,
30,Clinical success measured by improvement in Rutherford scale [12 months],,,,,,,,,,Yes,
31,CVD risk factor score [6 months],,,,,,,,,,Yes,
32,CVD risk factor score [12 months],,,,,,,,,,Yes,
33,Medication use [6 months],,,,,,,,,,Yes,
34,Medication use [12 months],,,,,,,,,,Yes,
35,Number of adverse events [1 month],,,,,,,,,,Yes,
36,Number of adverse events [6 months],,,,,,,,,,Yes,
37,Number of adverse events [12 months],,,,,,,,,,Yes,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Total,37,,,,,,TOTALS,21,,,16,
,,,,,,,,,,,,
Non-prespecified outcome in publication,,,,,,,,Correctly reported as non-pre-specified?,,,Not declared as non-prespecified,
1,SF-36Â Bodily painÂ [1 month],,,,,,,No,,,Yes,
2,SF-36 Bodily pain [6 months],,,,,,,No,,,Yes,
3,SF-36Â Bodily painÂ [12 months],,,,,,,No,,,Yes,
4,SF-36Â General healthÂ [1 month],,,,,,,No,,,Yes,
5,SF-36Â General healthÂ [6 months],,,,,,,No,,,Yes,
6,SF-36Â General healthÂ [12 months],,,,,,,No,,,Yes,
7,,,,,,,,,,,,
8,,,,,,,,,,,,
9,,,,,,,,,,,,
10,,,,,,,,,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
,,,,,,,,,,,,
Total,6,,,,,,TOTALS,0,,,6,
,,,,,,,,,,,,
Complications to trial and issues arising in free text,,,,,,,,,,,,
