Trial Info,,,,,,,,,,,,
Week,4,,,,,,,,,,,
Study ID,36,,,,,,,,,,,
Journal name,NEJM,,,,,,,,,,,
Trial Title,Trial of Continuous or Interrupted Chest Compressions during CPR,,,,,,,,,,,
Trial Link,http://www.nejm.org/doi/pdf/10.1056/NEJMoa1509139,,,,,,,,,,,
Publication date,09/11/2015,,,,,,,,,,,
Registry link,https://clinicaltrials.gov/ct2/show/NCT01372748?term=NCT01372748&rank=1,,,,,,,,,,,
Registry ID,NCT01372748,,,,,,,,,,,
"Protocol link, if available",http://www.nejm.org/doi/suppl/10.1056/NEJMoa1509139/suppl_file/nejmoa1509139_protocol.pdf,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Prespecified Primary Outcome,,,,,,,,Correctly reported in main trial results tables?,Incorrectly reported in main trial results tables,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,Survival to hospital discharge,,,,,,,Yes,,,,
2,,,,,,,,,,,,
3,,,,,,,,,,,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
,,,,,,,,,,,,
Total,1,,,,,,TOTALS,1,,,,
,,,,,,,,,,,,
Prespecified Secondary Outcome,,,,,,,,Correctly reported in main trial results tables?,Incorrectly reported in main trial results tables,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,Adverse events,,,,,,,No,,Yes,,
2,Neurological status - Modified Rankin Scale,,,,,,,Yes,,,,
3,Survival to 24hrs,,,,,,,Yes,,,,
4,Number of shocks required,,,,,,,Yes,,,,
5,Sustained Return of Spontaneous Circulation (ROSC): defined as the documented presence of a measurable pulse and blood pressure upon emergency department arrival.,,,,,,,Yes,,,,
6,Survival to Awakening: This will be defined as time from arrest to the day a patient is able to obey verbal commands after emergency department arrival.,,,,,,,,,Yes,,
7,Survival to Withdrawal of Care: This will be defined as time from arrest to the day care is withdrawn after emergency department arrival.,,,,,,,,,,Yes,
8,In-Hospital Morbidity: The number of hospital days and time interval from 911call to patient death will be described for all hospitalized patients as measures of in-hospital morbidity after resuscitation.,,,,,,,,,,Yes,
9,,,,,,,,,,,,
10,,,,,,,,,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
,,,,,,,,,,,,
Total,8,,,,,,TOTALS,4,,2,2,
,,,,,,,,,,,,
Non-prespecified outcome in publication,,,,,,,,Correctly reported as non-pre-specified in tables?,,,Not declared as non-prespecified,
1,Transport to hospital,,,,,,,,,,Yes,
2,Hospital free survival days,,,,,,,,,,Yes,
3,Admission to hospital,,,,,,,,,,Yes,
4,Discharge home,,,,,,,,,,Yes,
5,Analysis including multiple imputation,,,,,,,,,,Yes,
6,Treatment determined by automated algorithm,,,,,,,,,,Yes,
7,Adjusted analysis,,,,,,,,,,Yes,
8,Post hoc per-protocol analysis: treatment determined by coordinator assessment ,,,,,,,Yes,,,,
9,,,,,,,,,,,,
10,,,,,,,,,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
,,,,,,,,,,,,
Total,8,,,,,,TOTALS,1,,,7,
,,,,,,,,,,,,
Complications to trial and issues arising in free text,,,,,,,,,,,,
