Trial Info,,,,,,,,,,,,
Week,19/10/2015,,,,,,,,,,,
Study ID,9,,,,,,,,,,,
Journal name,The Lancet,,,,,,,,,,,
Trial Title,"Eltrombopag for children with chronic immune thrombocytopenia (PETIT2): a randomised, multicentre, placebo-controlled trial",,,,,,,,,,,
Trial Link,http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(15)61107-2/abstract,,,,,,,,,,,
Publication date,24/10/2015,,,,,,,,,,,
Registry link,https://clinicaltrials.gov/show/NCT01520909,,,,,,,,,,,
Registry ID,NCT01520909,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Prespecified Primary Outcome,,,,,,,,Correctly reported in main trial results table?,Incorrectly reported in main trial results table,"Not reported in table, but reported elswhere in paper?",Not reported in journal publication,Insufficiently prespecified
1,The proportion of patients who achieve platelet counts â¥50Gi/L,,,,,,,Yes,,,,
2,,,,,,,,,,,,
3,,,,,,,,,,,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
,,,,,,,,,,,,
Total,1,,,,,,TOTALS,1,,,,
,Note: Outcomes are spread across multiple tables. Trials 2-4 are considered to be reporting primary and secondary outcomes.,,,,,,,,,,,
Prespecified Secondary Outcome,,,,,,,,Correctly reported in main trial results table?,Incorrectly reported in main trial results table,"Not reported in table, but reported elswhere in paper?",Not reported in journal publication,Insufficiently prespecified
1,The odds of achieving platelet counts â¥ 50 Gi/L,,,,,,,No,Yes,,,
2,Weighted mean platelet change (area under the platelet-time curve divided by duration),,,,,,,No,No,Yes,,
3,The proportion of patients who achieve platelet counts â¥ 50 Gi/L at any time during the first 6 weeks of Part 1,,,,,,,Yes,,,,
4,The proportion of patients who achieve platelet counts â¥ 50 Gi/L at any time during the first 12 weeks of Part 1,,,,,,,Yes,,,,
5,The proportion of patients who achieve platelet counts â¥ 50 Gi/L at any time during Part 2,,,,,,,Yes,,,,
6,Maximum period of time with platelet counts continuously â¥ 50 Gi/L during the first 12 weeks of Part 1,,,,,,,Yes,,,,
7,"The proportion of weeks in which platelet counts â¥ 50 Gi/L, between weeks 4-24 of Part 2",,,,,,,Yes,,,,
8,Maximum period of time with platelet counts continuously â¥ 50 Gi/L during Part 2,,,,,,,Yes,,,,
9,The proportion of patients who reduced or discontinued baseline concomitant ITP medications during Part 2,,,,,,,No,No,Yes,,
10,The proportion of patients who required protocol-defined rescue treatment during Part 1,,,,,,,Yes,,,,
11,The proportion of patients who required protocol-defined rescue treatment during Part 2,,,,,,,Yes,,,,
12,"Incidence and severity of symptoms associated with ITP, including bleeding, bruising and petechiae, measured using the World Health Organization (WHO) Bleeding Scale during Part 1",,,,,,,Yes,,,,
13,"Incidence and severity of symptoms associated with ITP, including bleeding, bruising and petechiae, measured using the World Health Organization (WHO) Bleeding Scale during Part 2",,,,,,,Yes,,,,
14,Frequency of adverse events,,,,,,,Yes,,No,,
15,"Clinical Laboratory Assessments (clinical chemistry tests, coagulation parameters, hematology tests, peripheral blood smear, and urinalysis tests)",,,,,,,No,No,No,Yes,Yes
16,"Ophthalmic Examination (visual acuity, intraocular pressure, lens opacity measured using the AREDS scale)",,,,,,,No,No,No,Yes,Yes
17,Vital signs including Blood pressure (systolic/diastolic) and pulse,,,,,,,No,No,No,Yes,Yes
18,Apparent clearance following oral dosing (CL/F) of eltrombopag,,,,,,,No,No,No,Yes,
19,Intercompartmental clearence (Q/F) of eltrombopag,,,,,,,No,No,No,Yes,
20,Volume of central compartment (Vc/F) of eltrombopag,,,,,,,No,No,No,Yes,
21,Volume of peripheral compartment (Vp/F) of eltrombopag,,,,,,,No,No,No,Yes,
22,Absorption rate constant (Ka) of eltrombopag,,,,,,,No,No,No,Yes,
,,,,,,,,,,,,
Total,22,,,,,,TOTALS,11,1,2,8,3
,,,,,,,,,,,,
Non-prespecified outcome in publication table,,,,,,,,Correctly reported as non-pre-specified in table?,,,Not reported,
1,Concomitant drugs for immune thrombocytopenia,,,,,,,No,,,Yes,
2,,,,,,,,,,,,
3,,,,,,,,,,,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
6,,,,,,,,,,,,
7,,,,,,,,,,,,
8,,,,,,,,,,,,
9,,,,,,,,,,,,
10,,,,,,,,,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
,,,,,,,,,,,,
Total,1,,,,,,TOTALS,1,,,,
