Trial Info,,,,,,,,,,,,
Week,16/11/2015,,,,,,,,,,,
Study ID,50,,,,,,,,,,,
Journal name,NEJM,,,,,,,,,,,
Trial Title,Sofosbuvir and Velpatasvir for HCV in Patients with Decompensated Cirrhosis,,,,,,,,,,,
Trial Link,http://www.nejm.org/doi/full/10.1056/NEJMoa1512614,,,,,,,,,,,
Publication date,16/11/2015,,,,,,,,,,,
Registry link,https://clinicaltrials.gov/show/NCT02201901,,,,,,,,,,,
Registry ID,NCT02201901,,,,,,,,,,,
"Protocol link, if available",http://www.nejm.org/doi/suppl/10.1056/NEJMoa1512614/suppl_file/nejmoa1512614_protocol.pdf,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Prespecified Primary Outcome,,,,,,,,Correctly reported?,Incorrectly reported in main trial results table or figure?,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,Proportion of participants with sustained virologic response 12 weeks after discontinuation of therapy (SVR12) [ Time Frame: Posttreatment Week 12 ] ,,,,,,,Yes,,,,
2,Incidence of adverse events leading to permanent discontinuation of study drug(s) [ Time Frame: Up to 24 weeks],,,,,,,Yes,,,,
3,,,,,,,,,,,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
,,,,,,,,,,,,
Total,2,,,,,,TOTALS,2,,,,
,,,,,,,,,,,,
Prespecified Secondary Outcome,,,,,,,,Correctly reported?,Incorrectly reported in main trial results table or figure?,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,SVR4,,,,,,,,,,Yes,
2,SVR24,,,,,,,,,,Yes,
3,Proportion of participants with HCV RNA < LLOQ on treatment [ Time Frame: Up to 8 weeks ] [ Designated as safety issue: No ],,,,,,,,,,Yes,
4,HCV RNA change from baseline [ Time Frame: Up to 8 weeks ] [ Designated as safety issue: No ],,,,,,,,,,Yes,
5,Proportion of participants with virologic failure [ Time Frame: Up to Posttreatment Week 24 ],,,,,,,Yes,,,,
6,MELD score [up to 24 weeks post treatment],,,,,,,Yes,,,,
7,CPT score [up to 24 weeks post treatment],,,,,,,Yes,,,,
8,,,,,,,,,,,,
9,,,,,,,,,,,,
10,,,,,,,,,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
,,,,,,,,,,,,
Total,7,,,,,,TOTALS,3,0,,4,
,,,,,,,,,,,,
Non-prespecified outcome in publication,,,,,,,,Correctly reported as non-pre-specified?,,,Not declared as non-prespecified,
1,,,,,,,,,,,,
2,,,,,,,,,,,,
3,,,,,,,,,,,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
6,,,,,,,,,,,,
7,,,,,,,,,,,,
8,,,,,,,,,,,,
9,,,,,,,,,,,,
10,,,,,,,,,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
,,,,,,,,,,,,
Total,,,,,,,TOTALS,,,,,
,,,,,,,,,,,,
Complications to trial and issues arising in free text,,,,,,,,,,,,
