Trial Info,,,,,,,,,,,
Week,26/10/2015,,,,,,,,,,
Study ID,15,,,,,,,,,,
Journal name,JAMA,,,,,,,,,,
Trial Title,Effect of Noninvasive Ventilation vs Oxygen Therapy on Mortality Among Immunocompromised Patients With Acute Respiratory FailureA Randomized Clinical Trial,,,,,,,,,,
Trial Link,http://jama.jamanetwork.com/article.aspx?articleid=2454912,,,,,,,,,,
Publication date,27/10/2015,,,,,,,,,,
Registry link,https://clinicaltrials.gov/ct2/show/record/NCT01915719,,,,,,,,,,
Registry ID,NCT01915719,,,,,,,,,,
"Protocol link, if available",http://jama.jamanetwork.com/data/Journals/JAMA/934616/JOI150119supp1_prod.pdf,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Prespecified Primary Outcome,,,,,,,,Correctly reported in main trial results tables?,Incorrectly reported in main trial results tables,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication
1,Day 28 Mortality [ Time Frame: Day 28 ] [ Designated as safety issue: No ],,,,,,,Yes,,,
2,,,,,,,,,,,
3,,,,,,,,,,,
4,,,,,,,,,,,
5,,,,,,,,,,,
,,,,,,,,,,,
Total,1,,,,,,TOTALS,1,,,
,,,,,,,,,,,
Prespecified Secondary Outcome,,,,,,,,Correctly reported in main trial results tables?,Incorrectly reported in main trial results tables,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication
1,"From protocol (not in registry entry): Echec du bras de randomisation (recours Ã  la VNI dans le groupe O2, dÃ©cÃ¨s sans ventilation)
Translation: failure of randomisation arm (use of VNI in O2 group, deceased without ventilation)",,,,,,,No,No,Yes,
2,Needs of mechanical ventilation [ Time Frame: Day 28 ] [ Designated as safety issue: No ],,,,,,,Yes,,,
3,SOFA Score [ Time Frame: Hour 72 ] [ Designated as safety issue: No ],,,,,,,Yes,,,
4,Nosocomial infection [ Time Frame: day 28 ] [ Designated as safety issue: Yes ],,,,,,,Yes,,,
5,Length of stay in ICU [ Time Frame: Day 28 ] [ Designated as safety issue: No ],,,,,,,Yes,,,
6,performance status (OMS scale ranging from 0-perfect status- to 4-moribund) [ Time Frame: 6 Months ] [ Designated as safety issue: No ],,,,,,,No,,,Yes
7,,,,,,,,,,,
8,,,,,,,,,,,
9,,,,,,,,,,,
10,,,,,,,,,,,
11,,,,,,,,,,,
12,,,,,,,,,,,
,,,,,,,,,,,
Total,6,,,,,,TOTALS,4,,1,1
,,,,,,,,,,,
Non-prespecified outcome in publication table,,,,,,,,Correctly reported as non-pre-specified in tables?,,,Not reported
1,Length of hospital stay,,,,,,,Yes,,,
2,Mortality at 6 months,,,,,,,No,,,Yes
3,Good performance status in 6 month survivors,,,,,,,No,,,Yes
4,,,,,,,,,,,
5,,,,,,,,,,,
6,,,,,,,,,,,
7,,,,,,,,,,,
8,,,,,,,,,,,
9,,,,,,,,,,,
10,,,,,,,,,,,
11,,,,,,,,,,,
12,,,,,,,,,,,
,,,,,,,,,,,
Total,3,,,,,,TOTALS,1,,,2
,,,,,,,,,,,
Complications to trial and issues arising in free text,,,,,,,,,,,
"Discrepancy between french protocol document and registry entry.
Subjective statement ('good') that isn't justified or explained.
Addition of 6 month mortality (many other outcomes were monitored at this point)",,,,,,,,,,,
"This paper demonstrates good methods of flagging non-pre-specified outcomes, e.g. 'Although it was not a prespecified outcome, we analyzed hospital length of stay'.",,,,,,,,,,,
