Trial Info,,,,,,,,,,,,
Week,19/10/2015,,,,,,,,,,,
Study ID,2,,,,,,,,,,,
Journal name,NEJM,,,,,,,,,,,
Trial Title,A Phase 3 Randomized Trial of Nicotinamide for Skin-Cancer Chemoprevention,,,,,,,,,,,
Trial Link,http://www.nejm.org/doi/full/10.1056/NEJMoa1506197,,,,,,,,,,,
Publication date,22/10/2015,,,,,,,,,,,
Registry link,https://www.anzctr.org.au/Trial/Registration/TrialReview.aspx?ACTRN=12612000625875,,,,,,,,,,,
Registry ID,ACTRN12612000625875,,,,,,,,,,,
"Protocol link, if available",http://www.nejm.org/doi/suppl/10.1056/NEJMoa1506197/suppl_file/nejmoa1506197_protocol.pdf,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Prespecified Primary Outcome,,,,,,,,Correctly reported in main trial results table?,Incorrectly reported in main trial results table,"Not reported in table, but reported elswhere in paper?",Not reported in journal publication,Insufficiently prespecified
1,Nonmelanoma skin cancer (NMSC; SCC + BCC) count at 12 months in placebo and nicotinamide groups.,,,,,,,Yes,No,,,
2,,,,,,,,,,,,
3,,,,,,,,,,,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
,,,,,,,,,,,,
Total,1,,,,,,TOTALS,1,,,,
,,,,,,,,,,,,
Prespecified Secondary Outcome,,,,,,,,Correctly reported in main trial results table?,Incorrectly reported in main trial results table,"Not reported in table, but reported elswhere in paper?",Not reported in journal publication,Insufficiently prespecified
1,SCC count at 3 months,,,,,,,,,,Yes,
2,SCC count at 6 months,,,,,,,,,,Yes,
3,SCC count at 9 months,,,,,,,,,,Yes,
4,SCC count at 15 months,,,,,,,,,,Yes,
5,SCC count at 18 months,,,,,,,,,,Yes,
6,BCC count at 3 months,,,,,,,,,,Yes,
7,BCC counts at 6 months,,,,,,,,,,Yes,
8,BCC counts at 9 months,,,,,,,,,,Yes,
9,BCC counts at 15 months,,,,,,,,,,Yes,
10,BCC counts at 18 months,,,,,,,,,,Yes,
11,"AK counts (face, scalp, hands and forearms) at 3 months compared to baseline.",,,,,,,,,Yes,,
12,"AK counts (face, scalp, hands and forearms) at 6 months compared to baseline.",,,,,,,,No,Yes,,
13,"AK counts (face, scalp, hands and forearms) at 9 months compared to baseline.",,,,,,,,,Yes,,
14,"AK counts (face, scalp, hands and forearms) at 12 months compared to baseline.",,,,,,,,,Yes,,
15,"Any tumour recurrences (ie, skin cancers recurring at sites of previous histologically confirmed cancer) will also be noted.",,,,,,,,,Yes,,
16,"SCC grades (ie, well, moderately and poorly-differentiated)",,,,,,,Yes,,,,
17,"BCC subtypes (superficial, nodular, micronodular, infiltrating or morphoeic).",,,,,,,Yes,,,,
18,"MHC Class II expression, T cell infiltration and markers of cell division and apoptosis in excised tumours.",,,,,,,,,,,Yes
19,DNA photolesions in excised tumours,,,,,,,,,,Yes,
20,Skin barrier function (TEWL) in placebo and nicotinamide groups.,,,,,,,,,,Yes,
21,Objective and subjective cognitive function at 12 months.,,,,,,,,,,,Yes
22,"Quality of life, anxiety and depression at 12 months.",,,,,,,,,,,Yes
,,,,,,,,,,,,
,,,,,,,,,,,,
Total,22,,,,,,TOTALS,2,,5,12,3
,,,,,,,,,,,,
Non-prespecified outcome in publication table,,,,,,,,Correctly reported as non-pre-specified in table?,,,Not reported,
1,ARGUABLY TRIVIA: SCC differentiation Bowen's disease (squamous-cell carcinoma in situ),,,,,,,,,,,
2,,,,,,,,,,,,
3,,,,,,,,,,,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
6,,,,,,,,,,,,
7,,,,,,,,,,,,
8,,,,,,,,,,,,
9,,,,,,,,,,,,
10,,,,,,,,,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
,,,,,,,,,,,,
Total,,,,,,,TOTALS,,,,,
