Trial Info,,,,,,,,,,,,
Week,4,,,,,,,,,,,
Study ID,37,,,,,,,,,,,
Journal name,NEJM,,,,,,,,,,,
Trial Title,A Randomized Trial of Intensive versus Standard Blood-Pressure Control,,,,,,,,,,,
Trial Link,http://www.nejm.org/doi/pdf/10.1056/NEJMoa1511939,,,,,,,,,,,
Publication date,09/11/2015,,,,,,,,,,,
Registry link,https://clinicaltrials.gov/ct2/show/record/NCT01206062?term=NCT01206062&rank=1,,,,,,,,,,,
Registry ID, NCT01206062,,,,,,,,,,,
"Protocol link, if available",http://www.nejm.org/doi/suppl/10.1056/NEJMoa1511939/suppl_file/nejmoa1511939_protocol.pdf,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Prespecified Primary Outcome,,,,,,,,Correctly reported?,Incorrectly reported in main trial results table or figure?,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,"Composite outcome of:Â fatal or non-fatal myocardial infarction (MI),Â  non-MI acute coronary syndrome (non-MI ACS), fatal or non-fatal stroke,Â  fatal or non-fatal heart failure (HF), orÂ  death attributable to cardiovascular disease (CVD).   ",,,,,,,Yes,,,,
2,,,,,,,,,,,,
3,,,,,,,,,,,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
,,,,,,,,,,,,
Total,1,,,,,,TOTALS,1,,,,
,,,,,,,,,,,,
Prespecified Secondary Outcome,,,,,,,,Correctly reported?,Incorrectly reported in main trial results table or figure?,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,All cause mortality,,,,,,,Yes,,,,
2,MI,,,,,,,Yes,,,,
3,ACS,,,,,,,Yes,,,,
4,HF,,,,,,,Yes,,,,
5,Stroke,,,,,,,Yes,,,,
6,Death due to cardiovascular causes,,,,,,,Yes,,,,
7,Composite renal outcome,,,,,,,Yes,,,,
8,CVD-free survival,,,,,,,,,,Yes,
9,Peripheral arterial disease,,,,,,,,,,Yes,
10,Coronary revascularisation,,,,,,,,,,Yes,
11,TIA,,,,,,,,,,Yes,
12,ECG diagnosed LV hypertrophy,,,,,,,,,,Yes,
13,Atrial fibrillation or flutte,,,,,,,,,,Yes,
14,Incident CKD,,,,,,,,,,Yes,
15,Incident Albuminurea,,,,,,,Yes,,,,
Total,15,,,,,,TOTALS,8,,,7,
,Cognitive outcomes: apparently to be reported in a separate project,,,,,,,,,,,
Non-prespecified outcome in publication,,,,,,,,Correctly reported as non-pre-specified?,,,Not declared as non-prespecified,
1,Primary outcome or death,,,,,,,,,,Yes,
2,,,,,,,,,,,,
3,,,,,,,,,,,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
6,,,,,,,,,,,,
7,,,,,,,,,,,,
8,,,,,,,,,,,,
9,,,,,,,,,,,,
10,,,,,,,,,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
,,,,,,,,,,,,
Total,1,,,,,,TOTALS,,,,,
,,,,,,,,,,,,
Complications to trial and issues arising in free text,,,,,,,,,,,,
