Trial Info,,,,,,,,,,,,
Week,09/11/2015,,,,,,,,,,,
Study ID,42,,,,,,,,,,,
Journal name,JAMA,,,,,,,,,,,
Trial Title,Effect of Clopidogrel and Aspirin vs Aspirin Alone on Migraine Headaches After Transcatheter Atrial Septal Defect Closure - The CANOA Randomized Clinical Trial,,,,,,,,,,,
Trial Link,http://jama.jamanetwork.com/article.aspx?articleid=2469193,,,,,,,,,,,
Publication date,09/11/2015,,,,,,,,,,,
Registry link,https://clinicaltrials.gov/ct2/show/record/NCT00799045,,,,,,,,,,,
Registry ID,NCT00799045,,,,,,,,,,,
"Protocol link, if available",http://jama.jamanetwork.com/data/Journals/JAMA/0/JOI150131supp1_prod.pdf,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Prespecified Primary Outcome,,,,,,,,Correctly reported?,Incorrectly reported in main trial results table or figure?,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,Mean number of monthly migraine days per patient within the 3 months following transcatheter ASD closure,,,,,,,Yes,,,,
,,,,,,,,,,,,
Total,1,,,,,,TOTALS,1,,,,
,,,,,,,,,,,,
Prespecified Secondary Outcome,,,,,,,,Correctly reported?,Incorrectly reported in main trial results table or figure?,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,Severity of migraine attacks following ASD closure as evaluated by the intensity of migraine episodes and the Migraine Disability Assessment (MIDAS) questionnaire at 3-month follow-up after ASD closure,,,,,,,No,,,Yes,
2,Incidence of bleeding complications at 3-month follow-up,,,,,,,No,,Yes,,
3,Percentage of patients with new-onset migraine attacks,,,,,,,Yes,,,,
4,Time to first migraine episode,,,,,,,Yes,,,,
5,Percentage of patients with migraine headaches at 6-month and 1-year follow-up (exploratory only according to local feasibility),,,,,,,,,,,
,,,,,,,,,,,,
Total,4,,,,,,TOTALS,2,,1,1,
,,,,,,,,,,,,
Non-prespecified outcome in publication,,,,,,,,Correctly reported as non-pre-specified?,,,Not declared as non-prespecified,
1,Mean number of migraine days per patient within the first month following transcatheter ASD closure,,,,,,,No,,,Yes,
2,Total number of migraine days per patient within the first 3 months following transcatheter ASD closure,,,,,,,No,,,Yes,
3,Percentage of patients with new-onset migraine attacks with aura (reported twice),,,,,,,No,,,Yes,
4,Median number of monthly migraine days per patient within the first 3 months in patients with migraine headaches,,,,,,,No,,,Yes,
5,Median number of migraine days per patient within the first month in patients with migraine headaches,,,,,,,No,,,Yes,
6,Median number of migraine days per patient within the first 3 months in patients with migraine headaches,,,,,,,No,,,Yes,
7,Median migraine duration in patients with migraine headaches,,,,,,,No,,,Yes,
8,MIDAS grade I/II or III/IV,,,,,,,No,,,Yes,
9,,,,,,,,,,,,
10,,,,,,,,,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
,,,,,,,,,,,,
Total,8,,,,,,TOTALS,,,,8,
,,,,,,,,,,,,
Complications to trial and issues arising in free text,,,,,,,,,,,,
