Trial Info,,,,,,,,,,,
Week,26/10/2015,,,,,,,,,,
Study ID,14,,,,,,,,,,
Journal name,JAMA,,,,,,,,,,
Trial Title,Effect of a Buffered Crystalloid Solution vs Saline on Acute Kidney Injury Among Patients in the Intensive Care Unit - The SPLIT Randomized Clinical Trial,,,,,,,,,,
Trial Link,http://jama.jamanetwork.com/article.aspx?articleid=2454911,,,,,,,,,,
Publication date,27/10/2015,,,,,,,,,,
Registry link,http://www.anzctr.org.au/trial_view.aspx?ACTRN=ACTRN12613001370796,,,,,,,,,,
Registry ID,ACTRN12613001370796,,,,,,,,,,
"Protocol link, if available",http://jama.jamanetwork.com/data/Journals/JAMA/934616/JOI150118supp1_prod.pdf,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Prespecified Primary Outcome,,,,,,,,Correctly reported in main trial results tables?,Incorrectly reported in main trial results tables,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication
1,The proportion of patients with either acute kidney injury or failure based on on creatinine levels in accordance with RIFLE criteria [Highest value measured during the patient's stay in the Intensive Care Unit (censored at day 90)],,,,,,,Yes,,,
2,,,,,,,,,,,
3,,,,,,,,,,,
4,,,,,,,,,,,
5,,,,,,,,,,,
,,,,,,,,,,,
Total,1,,,,,,TOTALS,1,,,
,,,,,,,,,,,
Prespecified Secondary Outcome,,,,,,,,Correctly reported in main trial results tables?,Incorrectly reported in main trial results tables,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication
1,Delta creatinine (the difference between the pre-randomisation creatinine and the peak creatinine).  The creatinine values used will be serum creatinine measures taken for clinical purposes. [The baseline creatinine will be the creatinine measured at study enrolment. The peak creatinine will be the highest creatinine measured in the Intensive Care Unit (censored at day 90). The creatinine values used will be serum creatinine measures taken for clinical purposes.],,,,,,,Yes,,,
2,"The cumulative incidence of acute kidney injury by category based on creatinine levels and classified into the following groups: Risk, Injury, Failure, Loss, and End stage renal failure.  The creatinine values used will be serum creatinine measures taken for clinical purposes. [based on the highest value measured during the patient's stay in the Intensive Care Unit (censored at day 90)]",,,,,,,Yes,,,
3,Proportion of patients requiring renal replacement therapy [during the course of their ICU admission],,,,,,,Yes,,,
4,Proportion of patients requiring renal replacement therapy (among those patients who require renal replacement therapy in the Intensive Care Unit) [after hospital discharge],,,,,,,Yes,,,
5,Proportion of patients requiring mechanical ventilation [during the course of their ICU admission],,,,,,,Yes,,,
6,Duration of mechanical ventilation (among patients who require mechanical ventilation) [during the course of their ICU admission],,,,,,,Yes,,,
7,Length of ICU admission (days) [Time from enrolment until ICU discharge],,,,,,,Yes,,,
8,Length of hospital admission (days) [time from enrolment until hospital discharge],,,,,,,Yes,,,
9,Proportion of patients who require readmission to ICU [within their index hospital admission],,,,,,,Yes,,,
10,"The cumulative incidence of acute kidney injury by KDIGO stage category based on creatinine levels and classified into the following groups: KDIGO stage 1, KDIGO stage 2, and KDIGO stage 3. The creatinine values used will be serum creatinine measures taken for clinical purposes. [based on the highest serum creatinine value measured during the patient's stay in the Intensive Care Unit (censored at day 90)]",,,,,,,Yes,,,
11,From protocol: ICU mortality,,,,,,,Yes,,,
12,From protocol: Hospital mortality,,,,,,,Yes,,,
,,,,,,,,,,,
Total,12,,,,,,TOTALS,12,,,
,,,,,,,,,,,
Non-prespecified outcome in publication table,,,,,,,,Correctly reported as non-pre-specified in tables?,,,Not reported
1,Indications for RRT initiation,,,,,,,No,,,Yes
2,,,,,,,,,,,
3,,,,,,,,,,,
4,,,,,,,,,,,
5,,,,,,,,,,,
6,,,,,,,,,,,
7,,,,,,,,,,,
8,,,,,,,,,,,
9,,,,,,,,,,,
10,,,,,,,,,,,
11,,,,,,,,,,,
12,,,,,,,,,,,
,,,,,,,,,,,
Total,1,,,,,,TOTALS,,,,1
,,,,,,,,,,,
Complications to trial and issues arising in free text,,,,,,,,,,,
"I feel the addition of RRT initiation indication within the trial outcomes table, while not pre-specified, was a reasonable addition in the same vein as adverse event reporting.",,,,,,,,,,,
