Trial Info,,,,,,,,,,,,
Week,16/11/2015,,,,,,,,,,,
Study ID,60,,,,,,,,,,,
Journal name,The Lancet,,,,,,,,,,,
Trial Title,"Nanoliposomal irinotecan with fluorouracil and folinic acid in metastatic pancreatic cancer after previous gemcitabine-based therapy (NAPOLI-1): a global, randomised, open-label, phase 3 trial",,,,,,,,,,,
Trial Link,http://www.sciencedirect.com/science/article/pii/S0140673615009861,,,,,,,,,,,
Publication date,29/11/2015,,,,,,,,,,,
Registry link,https://clinicaltrials.gov/ct2/show/record/NCT01494506,,,,,,,,,,,
Registry ID,NCT01494506,,,,,,,,,,,
"Protocol link, if available","Protocol versions 1 and 2 are mentioned repeatedly in the paper, but are not referenced or provided",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Prespecified Primary Outcome,,,,,,,,Correctly reported?,Incorrectly reported in main trial results table or figure?,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,Overall Survival [ Time Frame: 24 months ],,,,,,,Yes,,,,
2,,,,,,,,,,,,
3,,,,,,,,,,,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
,,,,,,,,,,,,
Total,1,,,,,,TOTALS,1,,,,
,,,,,,,,,,,,
Prespecified Secondary Outcome,,,,,,,,Correctly reported?,Incorrectly reported in main trial results table or figure?,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,Progression Free Survival [ Time Frame: 24 months ],,,,,,,Yes,,,,
2,Time to treatment failure [ Time Frame: 24 months ],,,,,,,,,Yes,,
3,Objective response rate [ Time Frame: 24 months ],,,,,,,,,Yes,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
6,,,,,,,,,,,,
7,,,,,,,,,,,,
8,,,,,,,,,,,,
9,,,,,,,,,,,,
10,,,,,,,,,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
,,,,,,,,,,,,
Total,3,,,,,,TOTALS,1,,2,,
,,,,,,,,,,,,
Non-prespecified outcome in publication,,,,,,,,Correctly reported as non-pre-specified?,,,Not declared as non-prespecified,
1,"serum CA19-9 response (ie, â¥50% decrease in amount of CA19-9 from baseline at least once during the treatment period)",,,,,,,,,,Yes,
2,"clinical benefit response (ie, either achievement of pronounced and sustained [â¥4 weeks contiguous] improvement in pain intensity, analgesic consumption, or performance status, or a combination of these, without any worsening in any of the other factors, or stability in pain intensity, analgesic consumption, and performance status with pronounced and sustained [â¥4 weeks contiguous] weight gain)",,,,,,,,,,Yes,
3,quality of life,,,,,,,,,,Yes,
4,"safety (this is fine to include in trial report, not coded as additional as per our mou)",,,,,,,,,,,
5,,,,,,,,,,,,
6,,,,,,,,,,,,
7,,,,,,,,,,,,
8,,,,,,,,,,,,
9,,,,,,,,,,,,
10,,,,,,,,,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
,,,,,,,,,,,,
Total,3,,,,,,TOTALS,,,,3,
,,,,,,,,,,,,
Complications to trial and issues arising in free text,,,,,,,,,,,,
"Cannot access protocol. It is possible those outcomes coded as non-pre-specified were pre-specified in the protocol. They are not, however, pre-specified in the registry entry.",,,,,,,,,,,,
