Trial Info,,,,,,,,,,,,
Week,09/11/2015,,,,,,,,,,,
Study ID,35,,,,,,,,,,,
Journal name,NEJM,,,,,,,,,,,
Trial Title,Two-Year Outcomes of Surgical Treatment of Severe Ischemic Mitral Regurgitation,,,,,,,,,,,
Trial Link,http://www.nejm.org/doi/full/10.1056/NEJMoa1512913,,,,,,,,,,,
Publication date,09/11/2015,,,,,,,,,,,
Registry link,https://clinicaltrials.gov/ct2/show/NCT00807040,,,,,,,,,,,
Registry ID,NCT00807040,,,,,,,,,,,
"Protocol link, if available",http://www.nejm.org/doi/suppl/10.1056/NEJMoa1512913/suppl_file/nejmoa1512913_protocol.pdf,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Prespecified Primary Outcome,,,,,,,,Correctly reported in main trial results tables?,Incorrectly reported in main trial results tables,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,"Degree of left ventricular remodeling, as assessed by left ventricular end systolic volume index (LVESVI) [12 months]",,,,,,,,,Yes,,
2,,,,,,,,,,,,
3,,,,,,,,,,,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
,,,,,,,,,,,,
Total,1,,,,,,TOTALS,,,1,,
,,,,,,,,,,,,
Prespecified Secondary Outcome,,,,,,,,Correctly reported in main trial results tables?,Incorrectly reported in main trial results tables,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,"MACE (death, stroke, worsening heartfailure (+1 NYHA Class), CHF hospitalization, mitral valve [MV] re-intervention)",,,,,,,Yes,,,,
2,All-cause mortality,,,,,,,Yes,,,,
3,NYHA Classification ,,,,,,,,,,Yes,
4,Angina class ,,,,,,,,,,Yes,
5,LOS (length of stay?)Â for the index hospitalization and discharge location ,,,,,,,,,,Yes,
6,Readmission rates (within 30 days and long term for all re-admissions) andÂ days alive out of hospital,,,,,,,Yes,,,,
7,Readmission rates (within 30 days and long term for all cardiovascular re-admissions) andÂ days alive out of hospital,,,,,,,Yes,,,,
8,Echocardiographic findings: Quantification of MR (Effective Regurgitant Orifice Area [ERO]),,,,,,,Yes,,,,
9,Echocardiographic findings: MV and subvalvular assessments,,,,,,,,,,Yes,
10,"Echocardiographic findings: LV size, function and geometry (including, but not limited to LVEF, LVESVI, LV sphericity)",,,,,,,,,,Yes,
11,Echocardiographic findings: RV size and function,,,,,,,,,,Yes,
12,Echocardiographic findings: LA dimensions,,,,,,,,,,Yes,
13,Echocardiographic findings: Intracardiac pressures,,,,,,,,,,Yes,
14,Echocardiographic findings: Regional wall motion (LV function and viability assessment),,,,,,,,,,Yes,
15,Adequacy of revascularization,,,,,,,,,,Yes,
16,Change in quality of life (QOL) measured using Minnesota Living with Heart Failure (MLHF) score,,,,,,,,,Yes,,
17,Change in quality of life (QOL) measured using SF12 score,,,,,,,,,Yes,,
18,Change in quality of life (QOL) measured using EuroQoL score,,,,,,,,,Yes,,
19,Change in quality of life (QOL) measured using DASI score,,,,,,,,,,Yes,
20,Cost and cost effectiveness,,,,,,,,,,Yes,
21,Safety: Reoperation for MR and freedom from re-operation in general,,,,,,,Yes,,,,
22,Safety: Incidence of serious adverse events,,,,,,,Yes,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Total,22,,,,,,TOTALS,7,,3,12,
,,,,,,,,,,,,
Non-prespecified outcome in publication,,,,,,,,Correctly reported as non-pre-specified in tables?,,,Not declared as non-prespecified,
1,Failed index mitral-valve procedure [24 months],,,,,,,No,,,Yes,
2,Canadian Cardiovascular Society Class III or IV,,,,,,,No,,,Yes,
3,,,,,,,,,,,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
6,,,,,,,,,,,,
7,,,,,,,,,,,,
8,,,,,,,,,,,,
9,,,,,,,,,,,,
10,,,,,,,,,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
13,,,,,,,,,,,,
14,,,,,,,,,,,,
15,,,,,,,,,,,,
,,,,,,,,,,,,
Total,2,,,,,,TOTALS,0,,,2,
,,,,,,,,,,,,
Complications to trial and issues arising in free text,,,,,,,,,,,,
Authors describe a number of outcomes as pre-specified despite those outcomesÂ being absent in the trial registry,,,,,,,,,,,,
