Trial Info,,,,,,,,,,,,
Week,09/11/2015,,,,,,,,,,,
Study ID,44,,,,,,,,,,,
Journal name,Annals of Internal Medicine,,,,,,,,,,,
Trial Title,Sofosbuvir Plus Velpatasvir Combination Therapy for Treatment-Experienced Patients With Genotype 1 or 3 Hepatitis C Virus Infection: A Randomized Trial,,,,,,,,,,,
Trial Link,http://annals.org/article.aspx?articleid=2468807,,,,,,,,,,,
Publication date,10/11/2015,,,,,,,,,,,
Registry link,https://clinicaltrials.gov/ct2/show/NCT01909804,,,,,,,,,,,
Registry ID,NCT01909804,,,,,,,,,,,
"Protocol link, if available",http://annals.org/data/Journals/AIM/0/M15-1014_Supplement.pdf,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Prespecified Primary Outcome,,,,,,,,Correctly reported in main trial results tables?,Incorrectly reported in main trial results tables,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,Proportion of participants with sustained virologic response 12 weeks after discontinuation of therapy (SVR12) [ Time Frame: Posttreatment Week 12,,,,,,,Yes,,,,
2,Safety and tolerability of SOF+GS-5816 with or without Ribavirin as measured by review of the accumulated safety data [ Time Frame: Safety and tolerability on treatment and 30 days post last dose ],,,,,,,,,,,Yes
3,,,,,,,,,,,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
,,,,,,,,,,,,
Total,2,,,,,,TOTALS,1,,,,1
,,,,,,,,,,,,
Prespecified Secondary Outcome,,,,,,,,Correctly reported in main trial results tables?,Incorrectly reported in main trial results tables,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,Proportion of participants with sustained virologic response (SVR) at 4 weeks after discontinuation of therapy (SVR4) [ Time Frame: Posttreatment Weeks 4 and 24 ],,,,,,,,,,Yes,
2,Proportion of participants with sustained virologic response (SVR) at 24 weeks after discontinuation of therapy (SVR24) [ Time Frame: Posttreatment Weeks 4 and 24 ],,,,,,,,,,Yes,
3,Amount of plasma HCV RNA [ Time Frame: 24 weeks ] To evaluate the kinetics of plasma HCV RNA during treatment and after treatment discontinuation,,,,,,,,,,Yes,
4,Characterization of viral resistance [ Time Frame: 24 weeks ] To evaluate the emergence of viral resistance to SOF+GS-5816 during treatment and after treatment discontinuation,,,,,,,,,,,Yes
5,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Total,4,,,,,,TOTALS,,,,3,1
,,,,,,,,,,,,
Non-prespecified outcome in publication,,,,,,,,Correctly reported as non-pre-specified in tables?,,,Not declared as non-prespecified,
1,HCV RNA week 1,,,,,,,,,,Yes,
2,HCV RNA week 2,,,,,,,,,,Yes,
3,HCV RNA week 4,,,,,,,,,,Yes,
4,Virologic relapse,,,,,,,,,,Yes,
5,Incidence of adverse events leading to permanent discontinuation [this wld normally be fine as we permit adverse event data but they specifically state that this is a primary outcome when it is not.],,,,,,,,,,,
6,,,,,,,,,,,,
7,,,,,,,,,,,,
8,,,,,,,,,,,,
9,,,,,,,,,,,,
10,,,,,,,,,,,,
11,,,,,,,,,,,,
,,,,,,,,,,,,
Total,5,,,,,,TOTALS,,,,5,
,,,,,,,,,,,,
Complications to trial and issues arising in free text,,,,,,,,,,,,
First version registry entry is after trial start date,,,,,,,,,,,,
