Trial Info,,,,,,,,,,,
Week,19/10/2015,,,,,,,,,,
Study ID,1,,,,,,,,,,
Journal name,NEJM,,,,,,,,,,
Trial Title,"A Randomized, Controlled Trial of Total Knee Replacement",,,,,,,,,,
Trial Link,http://www.nejm.org/doi/full/10.1056/NEJMoa1505467,,,,,,,,,,
Publication date,22/10/2015,,,,,,,,,,
Registry link,https://clinicaltrials.gov/show/NCT01410409,,,,,,,,,,
Registry ID,NCT01410409,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Prespecified Primary Outcome,,,,,,,,Correctly reported in main trial results table?,Incorrectly reported in main trial results table,"Not reported in table, but reported elswhere in paper?",Not reported in journal publication
1,"KOOS4 (Knee injury and Osteoarthritis Outcome Score) [ Time Frame: Primary: 12months. Other: 3, 6 and 24 months. ]",,,,,,,Yes,,,
2,,,,,,,,,,,
3,,,,,,,,,,,
4,,,,,,,,,,,
5,,,,,,,,,,,
,,,,,,,,,,,
Total,1,,,,,,TOTALS,1,,,
,,,,,,,,,,,
Prespecified Secondary Outcome,,,,,,,,Correctly reported in main trial results table?,Incorrectly reported in main trial results table,"Not reported in table, but reported elswhere in paper?",Not reported in journal publication
1,"EQ-5D [ Time Frame: Primary: 12months. Other: 3, 6 and 24 months ] ",,,,,,,Yes,No,,
2,"Visual Analog Scale (VAS) [ Time Frame: Primary: 12months. Other: 3, 6 and 24 months ]",,,,,,,Yes,,,
3,"Timed Up & Go (TUG) [ Time Frame: Primary: 12months. Other: 3, 6 and 24 months ]",,,,,,,Yes,,,
4,"20-meter walk [ Time Frame: Primary: 12months. Other: 3, 6 and 24 months ]",,,,,,,Yes,,,
5,"Isometric Muscle Strength [ Time Frame: Primary: 12months. Other: 3, 6 and 24 months ]",,,,,,,,,,Yes
6,"Pain [ Time Frame: Primary: 12months. Other: 3, 6 and 24 months ]",,,,,,,,,,Yes
7,,,,,,,,,,,
8,,,,,,,,,,,
9,,,,,,,,,,,
10,,,,,,,,,,,
11,,,,,,,,,,,
12,,,,,,,,,,,
13,,,,,,,,,,,
,,,,,,,,,,,
Total,6,,,,,,TOTALS,4,0,,2
,,,,,,,,,,,
Non-prespecified outcome in publication table,,,,,,,,Correctly reported as non-pre-specified in table?,,,Not reported as non-pre-specified
1,KOOS subscale 1,,,,,,,,,,Yes
2,KOOS subscale 2,,,,,,,,,,Yes
3,KOOS subscale 3,,,,,,,,,,Yes
4,KOOS subscale 4,,,,,,,,,,Yes
5,KOOS subscale 5,,,,,,,,,,Yes
6,Weight (kg),,,,,,,,,,Yes
7,,,,,,,,,,,
8,,,,,,,,,,,
9,,,,,,,,,,,
10,,,,,,,,,,,
11,,,,,,,,,,,
12,,,,,,,,,,,
,,,,,,,,,,,
Total,6,,,,,,TOTALS,,,,6
