Trial Info,,,,,,,,,,,,
Week,02/11/2015,,,,,,,,,,,
Study ID,23,,,,,,,,,,,
Journal name,NEJM,,,,,,,,,,,
Trial Title,Nivolumab versus Everolimus in Advanced Renal-Cell Carcinoma,,,,,,,,,,,
Trial Link,http://www.nejm.org/doi/full/10.1056/NEJMoa1510665#t=abstract,,,,,,,,,,,
Publication date,05/11/2015,,,,,,,,,,,
Registry link,https://clinicaltrials.gov/ct2/show/record/NCT01668784,,,,,,,,,,,
Registry ID,NCT01668784,,,,,,,,,,,
"Protocol link, if available",http://www.nejm.org/doi/suppl/10.1056/NEJMoa1510665/suppl_file/nejmoa1510665_protocol.pdf,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Prespecified Primary Outcome,,,,,,,,Correctly reported in main trial results tables?,Incorrectly reported in main trial results tables,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,"Overall survival [ Time Frame: Every clinic visit (every 2-4 weeks) up to 42 months, then every 3 months up to 5 years ]",,,,,,,Yes,,No,,Yes
2,,,,,,,,,,,,
3,,,,,,,,,,,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
,,,,,,,,,,,,
Total,1,,,,,,TOTALS,1,,,,
,,,,,,,,,,,,
Prespecified Secondary Outcome,,,,,,,,Correctly reported in main trial results tables?,Incorrectly reported in main trial results tables,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,Progression-free survival [ Time Frame: Disease assessments every 8 weeks after randomization for every 12 months then 12 weeks until progression of disease ] [ Designated as safety issue: No ],,,,,,,Yes,,,,Yes
2,Objective response rate [ Time Frame: Disease assessments every 8 weeks after randomization for every 12 months then 12 weeks until progression of disease ] [ Designated as safety issue: No ],,,,,,,,,Yes,,Yes
3,Duration of objective response [ Time Frame: Disease assessments every 8 weeks after randomization for every 12 months then 12 weeks until progression of disease ] [ Designated as safety issue: No ],,,,,,,,,Yes,,Yes
4,Overall survival (OS) in Programmed death-ligand 1 (PD-L1) positive vs negative subgroups [ Time Frame: At every clinic visit (every 2-4 weeks) while on treatment and then every 3 months ] [ Designated as safety issue: No ],,,,,,,,,,,Yes
5,"Safety will be analyzed through the incidence of adverse events, serious adverse events [ Time Frame: Continuously throughout study treatment and up to 100 days from last dose ] [ Designated as safety issue: Yes ]",,,,,,,Yes,,,,
6,Safety will be analyzed through the incidence of laboratory abnormalities [ Time Frame: Continuously throughout study treatment and up to 100 days from last dose ] [ Designated as safety issue: Yes ],,,,,,,,,,Yes,Yes
7,"Disease related symptom progression rate, measured with FKSI-DRS [ Time Frame: Baseline, Day 1 of each cycle (starting with cycle 2), then at first 2 follow-up visits ] [ Designated as safety issue: No ]",,,,,,,,,Yes,,Yes
8,,,,,,,,,,,,
9,,,,,,,,,,,,
10,,,,,,,,,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
,,,,,,,,,,,,
Total,7,,,,,,TOTALS,2,,3,1,1
,,,,,,,,,,,,
Non-prespecified outcome in publication,,,,,,,,Correctly reported as non-pre-specified in tables?,,,Not reported,
1,Sensitivity of progression-free survivial in patients who had not had disease progression or died at 6 months,,,,,,,Yes,,,,
2,Additional PD-L1 pivot,,,,,,,,,,Yes,
3,Treatment-Related Adverse Events Reported in 10% or More of Treated Patients in Either Group.,,,,,,,,,,Yes,
,,,,,,,,,,,,
,,,,,,,,,,,,
Total,3,,,,,,TOTALS,1,,,2,
,,,,,,,,,,,,
Complications to trial and issues arising in free text,,,,,,,,,,,,
"For many of the pre-specified outcomes, time points are given, e.g. Overall survival [ Time Frame: Every clinic visit (every 2-4 weeks) up to 42 months ].",,,,,,,,,,,,
"However, these outcomes are often reported as one number, mean or median. This is either not reporting pre-specified time points, or the 'time points' specified are a description of the measurements they take to get their overall value for the outcome",,,,,,,,,,,,
"The above outcomes have been assessed as if the latter is true, although I have included non-pre-specified outcomes highlighted in yellow in case of the former",,,,,,,,,,,,
