Trial Info,,,,,,,,,,,,
Week,09/11/2015,,,,,,,,,,,
Study ID,45,,,,,,,,,,,
Journal name,Annals of Internal Medicine,,,,,,,,,,,
Trial Title,Sofosbuvir With Velpatasvir in Treatment-Naive Noncirrhotic Patients With Genotype 1 to 6 Hepatitis C Virus Infection: A Randomized Trial,,,,,,,,,,,
Trial Link,http://annals.org/article.aspx?articleid=2468806,,,,,,,,,,,
Publication date,10/11/2015,,,,,,,,,,,
Registry link,https://clinicaltrials.gov/ct2/show/NCT01858766,,,,,,,,,,,
Registry ID,NCT01858766,,,,,,,,,,,
"Protocol link, if available",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Prespecified Primary Outcome,,,,,,,,Correctly reported?,Incorrectly reported in main trial results table or figure?,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,Efficacy 12 weeks post dosing [ Time Frame: 12 weeks ] The proportion of patients with a sustained virologic response (SVR) 12 weeks after discontinuation of therapy,,,,,,,Yes,,,,
2,Safety and tolerability of GS-7977 + GS-5816  as measured by review of the accumulated safety data [ Time Frame: 12 Weeks ] The safety and tolerability of SOF + GS-5816 as measured by review of the accumulated safety data,,,,,,,,,,,Yes
3,,,,,,,,,,,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
,,,,,,,,,,,,
Total,2,,,,,,TOTALS,1,,,,1
,,,,,,,,,,,,
Prespecified Secondary Outcome,,,,,,,,Correctly reported?,Incorrectly reported in main trial results table or figure?,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,SVR4,,,,,,,,,,Yes,
2,SVR24,,,,,,,Yes,,,No,
3,Amount of plasma HCV RNA [ Time Frame: 24 weeks ] To evaluate the kinetics of plasma HCV RNA during treatment and after treatment discontinuation,,,,,,,,,,Yes,
4,Characterization of viral resistance [ Time Frame: 24 weeks ] To evaluate the emergence of viral resistance to SOF+GS-5816 during treatment and after treatment discontinuation,,,,,,,,,,,Yes
5,Steady state pharmacokinetics of study drugs [ Time Frame: 24 Weeks ] [ Designated as safety issue: No ],,,,,,,,,,Yes,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Total,5,,,,,,TOTALS,1,,,3,1
,,,,,,,,,,,,
Non-prespecified outcome in publication,,,,,,,,Correctly reported as non-pre-specified?,,,Not declared as non-prespecified,
1,HCV RNA level at week 1,,,,,,,,,,Yes,
2,HCV RNA level at week 2,,,,,,,,,,Yes,
3,HCV RNA level at week 4,,,,,,,,,,Yes,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
6,,,,,,,,,,,,
7,,,,,,,,,,,,
8,,,,,,,,,,,,
9,,,,,,,,,,,,
10,,,,,,,,,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
,,,,,,,,,,,,
Total,3,,,,,,TOTALS,,,,3,
,,,,,,,,,,,,
Complications to trial and issues arising in free text,,,,,,,,,,,,
