Trial Info,,,,,,,,,,,,
Week,09/11/2015,,,,,,,,,,,
Study ID,43,,,,,,,,,,,
Journal name,JAMA,,,,,,,,,,,
Trial Title,Effect of Intravascular UltrasoundâGuided vs Angiography-Guided Everolimus-Eluting Stent ImplantationThe IVUS-XPL Randomized Clinical Trial,,,,,,,,,,,
Trial Link,http://jama.jamanetwork.com/article.aspx?articleid=2469205,,,,,,,,,,,
Publication date,10/11/2015,,,,,,,,,,,
Registry link,https://clinicaltrials.gov/show/NCT01308281,,,,,,,,,,,
Registry ID,NCT01308281,,,,,,,,,,,
"Protocol link, if available",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Prespecified Primary Outcome,,,,,,,,Correctly reported in main trial results tables?,Incorrectly reported in main trial results tables,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,,,,,,,,,,,,
2,,,,,,,,,,,,
3,,,,,,,,,,,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
,,,,,,,,,,,,
Total,0,,,,,,TOTALS,,,,,
,,,,,,,,,,,,
Prespecified Secondary Outcome,,,,,,,,Correctly reported in main trial results tables?,Incorrectly reported in main trial results tables,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,,,,,,,,,,,,
2,,,,,,,,,,,,
3,,,,,,,,,,,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
6,,,,,,,,,,,,
7,,,,,,,,,,,,
8,,,,,,,,,,,,
9,,,,,,,,,,,,
10,,,,,,,,,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
,,,,,,,,,,,,
Total,0,,,,,,TOTALS,,,,,
,,,,,,,,,,,,
Non-prespecified outcome in publication,,,,,,,,Correctly reported as non-pre-specified in tables?,,,Not declared as non-prespecified,
1,Number of coronary artery lesions,,,,,,,,,,Yes,
2,Total stented length,,,,,,,,,,Yes,
3,Reference vessel diameter,,,,,,,,,,Yes,
4,Minimun lumen diameter,,,,,,,,,,Yes,
5,Diameter stenosis,,,,,,,,,,Yes,
6,,,,,,,,,,,,
7,,,,,,,,,,,,
8,,,,,,,,,,,,
9,,,,,,,,,,,,
10,,,,,,,,,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
,,,,,,,,,,,,
Total,5,,,,,,TOTALS,0,,,5,
,,,,,,,,,,,,
Complications to trial and issues arising in free text,,,,,,,,,,,,
"The trial was not registered until after patient enrollment, so all of the outcomes reported have been considered non-prespecified",,,,,,,,,,,,
