Trial Info,,,,,,,,,,,,
Week,02/11/2015,,,,,,,,,,,
Study ID,28,,,,,,,,,,,
Journal name,The Lancet,,,,,,,,,,,
Trial Title,Fractional flow reserve versus angiography for guidance of PCI in patients with multivessel coronary artery disease (FAME): 5-year follow-up of a randomised controlled trial,,,,,,,,,,,
Trial Link,http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(15)00057-4/abstract,,,,,,,,,,,
Publication date,November 7Â 2015 (Published onlineÂ AugustÂ 30Â 2015),,,,,,,,,,,
Registry link,http://clinicaltrials.gov/show/NCT00267774,,,,,,,,,,,
Registry ID,NCT00267774,,,,,,,,,,,
"Protocol link, if available",,,,,,,,,,,,
Summary: 5 year follow up of a previously reported trial. Original FAME study registry entry reported Outcomes and Endpoints. The endpoints have pre-specified timepoints and I have taken these to mean outcomes for the purposes of our analysis,,,,,,,,,,,,
,,,,,,,,,,,,
Prespecified Primary Outcome,,,,,,,,Correctly reported in main trial results tables?,Incorrectly reported in main trial results tables,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,"Major adverse cardiac event (MACE) rate at 1 year (MACE = All cause death, Documented myocardial infarction or Repeat revascularization (PCI and/or CABG))",,,,,,,No,No,Yes,No,
2,,,,,,,,,,,,
3,,,,,,,,,,,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
,,,,,,,,,,,,
Total,1,,,,,,TOTALS,0,0,1,0,0
,,,,,,,,,,,,
Prespecified Secondary Outcome,,,,,,,,Correctly reported in main trial results tables?,Incorrectly reported in main trial results tables,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,Global cost effectiveness after one year,,,,,,,,,Yes,,
2,Cardiac death and myocardial infarction rate at 1 year,,,,,,,,,Yes,,
3,Functional class at 1 year.,,,,,,,,,Yes,,
4,Number of anti-anginal drugs after 1 year,,,,,,,,,Yes,,
5,Overall MACE rate at 1 month post-procedure and at 6 months,,,,,,,Yes,no,,,
6,Overall MACE rate at 1 month post-procedure and at 2 years,,,,,,,Yes,,,,
7,Overall MACE rate at 1 month post-procedure and at 3 years,,,,,,,Yes,,,,
8,Overall MACE rate at 1 month post-procedure and at 5 years,,,,,,,Yes,,,,
9,,,,,,,,,,,,
10,,,,,,,,,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
,,,,,,,,,,,,
Total,5,,,,,,TOTALS,0,1,4,0,
,,,,,,,,,,,,
Non-prespecified outcome in publication,,,,,,,,Correctly reported as non-pre-specified in tables?,,,Not reported,
1,Cardiac Death [5 years],,,,,,,Yes,,,No,
2,Combined outcome: All cause mortality or MI [5 years],,,,,,,No,,,Yes,
3,Combined outcome: Cardiac mortality or MI [5 years],,,,,,,No,,,Yes,
4,Total events,,,,,,,No,,,Yes,
5,Total events per patient,,,,,,,No,,,Yes,
6,,,,,,,,,,,,
7,,,,,,,,,,,,
8,,,,,,,,,,,,
9,,,,,,,,,,,,
10,,,,,,,,,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
,,,,,,,,,,,,
Total,5,,,,,,TOTALS,1,,,4,
,,,,,,,,,,,,
Complications to trial and issues arising in free text,,,,,,,,,,,,
Reporting of combined outcomes in main results table,,,,,,,,,,,,
