Trial Info,,,,,,,,,,,,
Week,1,,,,,,,,,,,
Study ID,8,,,,,,,,,,,
Journal name,Lancet,,,,,,,,,,,
Trial Title,http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(15)60314-2/abstract,,,,,,,,,,,
Trial Link,http://ac.els-cdn.com/S0140673615603142/1-s2.0-S0140673615603142-main.pdf?_tid=e722cb06-7e5a-11e5-b6ab-00000aab0f02&acdnat=1446136639_1e59842e6c3901ec6479d4623eddd8d6,,,,,,,,,,,
Publication date,18/08/2015,,,,,,,,,,,
Registry link,http://www.isrctn.com/ISRCTN88559475?q=%2088559475&filters=&sort=&offset=1&totalResults=1&page=1&pageSize=10&searchType=basic-search,,,,,,,,,,,
Registry ID,ISRCTN88559475,,,,,,,,,,,
"Protocol link, if available",http://www.nets.nihr.ac.uk/__data/assets/pdf_file/0009/54936/PRO-09-104-16.pdf,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Prespecified Primary Outcome,,,,,,,,Correctly reported in main trial results table?,Incorrectly reported in main trial results table,"Not reported in table, but reported elswhere in paper?",Not reported in journal publication,Insufficiently prespecified
1,Proportion of patients achieving â¥ 50% reduction in faecal incontinence episodes per week,,,,,,,Yes,No,No,,
2,,,,,,,,,,,,
3,,,,,,,,,,,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
,,,,,,,,,,,,
Total,1,,,,,,TOTALS,1,,,,
,,,,,,,,,,,,
Prespecified Secondary Outcome,,,,,,,,Correctly reported in main trial results table?,Incorrectly reported in main trial results table,"Not reported in table, but reported elswhere in paper?",Not reported in journal publication,Insufficiently prespecified
1,Percentage change in episodes of faecal incontinence per week,,,,,,,Yes,No,No,,
2,Numeric continuous change in episodes of faecal incontinence per week,,,,,,,Yes,No,No,,
3,Cleveland Clinic Faecal Incontinence Score,,,,,,,No,No,No,Yes,Yes
4,Patient Centred Outcomes Form,,,,,,,Yes,No,No,,Yes
5,Likert scale of patients' global impression of success,,,,,,,No,No,No,Yes,Yes
6,"Disease-specific and generic quality of life measures (EQ-5D Health Questionnaire, SF-36, GI Quality of Life Index, Quality of Life Scale for Faecal Incontinence)",,,,,,,Yes,No,No,,Yes
7,Short urinary symptom assessment by interview before and after the intervention,,,,,,,No,No,Yes,,
8,SF-36,,,,,,,Yes,,,,Yes
9,GI Quality of Life Index,,,,,,,Yes,,,,Yes
10,Quality of Life Scale for Faecal Incontinence,,,,,,,Yes,,,,Yes
11,,,,,,,,,,,,
12,,,,,,,,,,,,
,,,,,,,,,,,,
Total,10,,,,,,TOTALS,7,,1,2,7
,,,,,,,,,,,,
Non-prespecified outcome in publication table,,,,,,,,Correctly reported as non-pre-specified in table?,,,Not reported,
1,St Markâs Incontinence Score,,,,,,,,,,Yes,
2,Episodes of urge faecal incontinence per week,,,,,,,,,,Yes,
3,Episodes of passive faecal incontinence per week,,,,,,,,,,Yes,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
6,,,,,,,,,,,,
7,,,,,,,,,,,,
8,,,,,,,,,,,,
9,,,,,,,,,,,,
10,,,,,,,,,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
,,,,,,,,,,,,
Total,,,,,,,TOTALS,,,,3,
