Trial Info,,,,,,,,,,,,
Week,5,,,,,,,,,,,
Study ID,Trial 58,,,,,,,,,,,
Journal name,The Lancet,,,,,,,,,,,
Trial Title,CLEAN trial,,,,,,,,,,,
Trial Link,http://ac.els-cdn.com/S0140673615002445/1-s2.0-S0140673615002445-main.pdf?_tid=5adae198-929a-11e5-8d19-00000aacb35d&acdnat=1448362915_1a84818f65e7cc7be2b76ef31f186c86,,,,,,,,,,,
Publication date,21/11/2015,,,,,,,,,,,
Registry link,https://clinicaltrials.gov/archive/NCT01629550/2012_06_29,,,,,,,,,,,
Registry ID,NCT01629550,,,,,,,,,,,
"Protocol link, if available",published after trial start date,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Prespecified Primary Outcome,,,,,,,,Correctly reported?,Incorrectly reported in main trial results table or figure?,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,major catheter related infection,,,,,,,Yes,,,,
2,,,,,,,,,,,,
3,,,,,,,,,,,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
6,,,,,,,,,,,,
7,,,,,,,,,,,,
8,,,,,,,,,,,,
9,,,,,,,,,,,,
Total,,,,,,,TOTALS,1,,,,
,,,,,,,,,,,,
Prespecified Secondary Outcome,,,,,,,,Correctly reported?,Incorrectly reported in main trial results table or figure?,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,catheter colonisation,,,,,,,Yes,,,,
2,catheter related bacteraemia,,,,,,,Yes,,,,
3,colonisation insertion site,,,,,,,,,Yes,,
4,prolonged hospital stay due to catheter insertion,,,,,,,,,Yes,,
5,Mortality due to catheter infection,,,,,,,,,Yes,,
6,Skin allergy and Anaphylactic shock,,,,,,,,,Yes,,
7,Cost,,,,,,,,,,,Yes
8,,,,,,,,,,,,
9,,,,,,,,,,,,
10,,,,,,,,,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
,,,,,,,,,,,,
Total,7,,,,,,TOTALS,2,,4,,1
,,,,,,,,,,,,
Non-prespecified outcome in publication,,,,,,,,Correctly reported as non-pre-specified?,,,Not declared as non-prespecified,
1,Catheter related infection,,,,,,,Yes,,,No,
2,,,,,,,,,,,,
3,,,,,,,,,,,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
6,,,,,,,,,,,,
7,,,,,,,,,,,,
8,,,,,,,,,,,,
9,,,,,,,,,,,,
10,,,,,,,,,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
,,,,,,,,,,,,
Total,1,,,,,,TOTALS,0,,,,
,,,,,,,,,,,,
Complications to trial and issues arising in free text,,,,,,,,,,,,
