Trial Info,,,,,,,,,,,,
Week,3,,,,,,,,,,,
Study ID,24,,,,,,,,,,,
Journal name,JAMA,,,,,,,,,,,
Trial Title,Efavirenz-Based Antiretroviral Therapy Among Nevirapine-Exposed HIV-Infected Children in South Africa,,,,,,,,,,,
Trial Link,http://jama.jamanetwork.com/article.aspx?articleid=2467551,,,,,,,,,,,
Publication date,03/11/2015,,,,,,,,,,,
Registry link,https://clinicaltrials.gov/show/NCT01146873,,,,,,,,,,,
Registry ID,NCT01146873,,,,,,,,,,,
"Protocol link, if available",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Prespecified Primary Outcome,,,,,,,,Correctly reported in main trial results tables?,Incorrectly reported in main trial results tables,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,Prevalence of maintenance of viral suppression HIV RNA quantity < 50 copies/ml at 24 weeks,,,,,,,No,,No,Yes,
2,Prevalence of confirmed viral rebound HIV RNA > 1000 copies/ml twice at 24 weeks,,,,,,,No,,No,Yes,
3,Prevalence of maintenance of viral suppression HIV RNA quantity < 50 copies/ml at 48 weeks,,,,,,,Yes,,,No,
4,Prevalence of confirmed viral rebound HIV RNA > 1000 copies/ml twice at 48 weeks,,,,,,,Yes,,,No,
5,,,,,,,,,,,,
,,,,,,,,,,,,
Total,4,,,,,,TOTALS,2,,,2,
,,,,,,,,,,,,
Prespecified Secondary Outcome,,,,,,,,Correctly reported in main trial results tables?,Incorrectly reported in main trial results tables,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,Magnitude of CD4 response at 48 weeks,,,,,,,No,,Yes,,
2,Prevalence of ALT elevations at 48 weeks,,,,,,,No,,Yes,,
3,Prevalence of child adherence to medication assessed by pharmacy reconciliation of medications brought back at 48 weeks ,,,,,,,No,,Yes,,
4,Hospital admissions at 48 weeks,,,,,,,No,,Yes,,
5,new stage II or greater clinical conditions at 48 weeks,,,,,,,No,,,Yes,
6,HDL at 48 weeks,,,,,,,Yes,,,,
7,LDL at 48 weeks,,,,,,,Yes,,,,
8,CRP at 48 weeks,,,,,,,No,,,Yes,
9,Fat distribution at 48 weeks,,,,,,,No,,,Yes,Yes
10,,,,,,,,,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
,,,,,,,,,,,,
Total,9,,,,,,TOTALS,0,,4,3,0
,,,,,,,,,,,,
Non-prespecified outcome in publication,,,,,,,,Correctly reported as non-pre-specified in tables?,,,Not reported,
1,Proportion of patients with total cholesterol within given ranges,,,,,,,No,,,Yes,
2,Proportion of patients with triglycerides within given ranges,,,,,,,No,,,Yes,
3,,,,,,,,,,,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
6,,,,,,,,,,,,
7,,,,,,,,,,,,
8,,,,,,,,,,,,
9,,,,,,,,,,,,
10,,,,,,,,,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
,,,,,,,,,,,,
Total,2,,,,,,TOTALS,0,,,2,
,,,,,,,,,,,,
Complications to trial and issues arising in free text,,,,,,,,,,,,
