Trial Info,,,,,,,,,,,
Week,26/10/2015,,,,,,,,,,
Study ID,18,,,,,,,,,,
Journal name,The Lancet,,,,,,,,,,
Trial Title,Postural modification to the standard Valsalva manoeuvre for emergency treatment of supraventricular tachycardias (REVERT): a randomised controlled trial,,,,,,,,,,
Trial Link,http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(15)61485-4/fulltext,,,,,,,,,,
Publication date,Oct 31 2015 (Published online August 25th 2015),,,,,,,,,,
Registry link,http://www.isrctn.com/ISRCTN67937027,,,,,,,,,,
Registry ID,ISRCTN67937027,,,,,,,,,,
"Protocol link, if available",Not available,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Prespecified Primary Outcome,,,,,,,,Correctly reported in main trial results tables?,Incorrectly reported in main trial results tables,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication
1,The presence of sinus rhythm post Valsalva as determined by a 12 lead ECG.; Timepoint(s): 1 minute post-Valsalva ,,,,,,,Yes,No,No,No
2,,,,,,,,,,,
3,,,,,,,,,,,
4,,,,,,,,,,,
5,,,,,,,,,,,
,,,,,,,,,,,
Total,1,,,,,,TOTALS,1,0,0,0
,,,,,,,,,,,
Prespecified Secondary Outcome,,,,,,,,Correctly reported in main trial results tables?,Incorrectly reported in main trial results tables,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication
1,Adverse events; Timepoint(s): From time of consent until discharge from emergency department (ED),,,,,,,Yes,No,No,No
2,The need for hospital admission Timepoint(s): Post-Valsalva until discharge from ED.,,,,,,,Yes,No,No,No
3,Time spent in ED; Timepoint(s): From time of admission until discharge from ED.,,,,,,,Yes,No,No,No
4,Use of other emergency treatments for SVT in ED; Timepoint(s): Post-Valsalva until discharge from ED ,,,,,,,Yes,No,No,No
5,,,,,,,,,,,
6,,,,,,,,,,,
7,,,,,,,,,,,
8,,,,,,,,,,,
9,,,,,,,,,,,
10,,,,,,,,,,,
11,,,,,,,,,,,
12,,,,,,,,,,,
,,,,,,,,,,,
Total,4,,,,,,TOTALS,4,0,,0
,,,,,,,,,,,
Non-prespecified outcome in publication table,,,,,,,,Correctly reported as non-pre-specified in tables?,,,Not reported
1,The use of adenosine,,,,,,,No,,,Yes
2,,,,,,,,,,,
3,,,,,,,,,,,
4,,,,,,,,,,,
5,,,,,,,,,,,
6,,,,,,,,,,,
7,,,,,,,,,,,
8,,,,,,,,,,,
9,,,,,,,,,,,
10,,,,,,,,,,,
11,,,,,,,,,,,
12,,,,,,,,,,,
,,,,,,,,,,,
Total,1,,,,,,TOTALS,0,,,1
,,,,,,,,,,,
Complications to trial and issues arising in free text,,,,,,,,,,,
