Trial Info,,,,,,,,,,,,
Week,3,,,,,,,,,,,
Study ID,22,,,,,,,,,,,
Journal name,NEJM,,,,,,,,,,,
Trial Title,Cabozantinib versus Everolimus in Advanced Renal-Cell Carcinoma,,,,,,,,,,,
Trial Link,http://www.nejm.org/doi/pdf/10.1056/NEJMoa1510016,,,,,,,,,,,
Publication date,05/11/2015,,,,,,,,,,,
Registry link,https://clinicaltrials.gov/ct2/show/NCT01865747?term=NCT01865747&rank=1,,,,,,,,,,,
Registry ID,NCT01865747,,,,,,,,,,,
"Protocol link, if available",http://www.nejm.org/doi/suppl/10.1056/NEJMoa1510016/suppl_file/nejmoa1510016_protocol.pdf,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Prespecified Primary Outcome,,,,,,,,Correctly reported in main trial results tables?,Incorrectly reported in main trial results tables,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,"Progression-free survival, per RECIST 1.1, per independent radiology committee (IRC)",,,,,,,Yes,No,No,,
2,,,,,,,,,,,,
3,,,,,,,,,,,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
,,,,,,,,,,,,
Total,,,,,,,TOTALS,1,,0,,
,,,,,,,,,,,,
Prespecified Secondary Outcome,,,,,,,,Correctly reported in main trial results tables?,Incorrectly reported in main trial results tables,"Not reported in tables, but reported elswhere in paper?",Not reported in journal publication,Outcome measure not sufficiently pre-specified
1,Overall survival,,,,,,,Yes,No,No,,
2,"Objective response rate (ORR) per RECIST 1.1, per IRC",,,,,,,,,Yes,,
3,Duration of radiographic response,,,,,,,,,,Yes,
4,Safety and tolerability,,,,,,,Yes,,,,Yes
5,Characterization of the pharmacokinetics of cabozantinib,,,,,,,,,,Yes,Yes
6,Change in kidney-cancer related symptoms as assessed by the Functional Assessment of Cancer Therapy-Kidney Cancer Symptom Index (FKSI-19),,,,,,,,,,Yes,
7,"Change in mobility, self-care, usual activities, pain/discomfort, and anxiety/depression, and global health as assessed by the EuroQol Health questionnaire instrument (EQ-5D-5L)",,,,,,,,,,Yes,
8,Proportion of subjects with post-randomization skeletal-related events (SREs),,,,,,,,,,Yes,
9,"Relationship of baseline and changes in plasma biomarkers, serum bone markers, and circulating tumor cells (CTCs) with treatment and/or clinical outcome",,,,,,,,,,Yes,Yes
10,Health care resource utilization,,,,,,,,,,Yes,Yes
11,Self care,,,,,,,,,,Yes,Yes
12,Usual activities,,,,,,,,,,Yes,Yes
13,pain/discomfort,,,,,,,,,,Yes,Yes
14,anxiety/depression,,,,,,,,,,Yes,Yes
15,EQ-5D,,,,,,,,,,Yes,
Total,15,,,,,,TOTALS,2,,1,12,8
,,,,,,,,,,,,
Non-prespecified outcome in publication,,,,,,,,Correctly reported as non-pre-specified in tables?,,,Not declared as non-prespecified,
1,,,,,,,,,,,,
2,,,,,,,,,,,,
3,,,,,,,,,,,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
6,,,,,,,,,,,,
7,,,,,,,,,,,,
8,,,,,,,,,,,,
9,,,,,,,,,,,,
10,,,,,,,,,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
,,,,,,,,,,,,
Total,,,,,,,TOTALS,,,,,
,,,,,,,,,,,,
Complications to trial and issues arising in free text,,,,,,,,,,,,
