run_id	query_id	surface	rank	title	doi	year	journal	url	relation_score	relation_evidence_type	relation_quote	value_score	negative_flag	raw_record_path
2026-05-05_individual_replication_vast_search_batch001	01_metadata_replication_language_openalex_crossref_semanticscholar__dire_0001__openalex	openalex	1	Investigating Variation in Replicability	10.1027/1864-9335/a000178	2014	Social Psychology	https://openalex.org/W1941783251	4	abstract_failed_replication	bility. And two effects – flag priming influencing conservatism and currency priming influencing system justification – did not replicate. We compared whether the conditions such as lab versus online or US versus international sample predicted effect magnitudes. By and large they did not. The results of this small sample of effects suggest that replicabil	1	False	steps/searches/figure1/individualrepsearch_api_batch001/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_dire_0001_openalex.json
2026-05-05_individual_replication_vast_search_batch001	01_metadata_replication_language_openalex_crossref_semanticscholar__dire_0001__openalex	openalex	2	A Multilab Preregistered Replication of the Ego-Depletion Effect	10.1177/1745691616652873	2016	Perspectives on Psychological Science	https://openalex.org/W2499154041	5	title_exact_replication	A Multilab Preregistered Replication of the Ego-Depletion Effect	1	True	steps/searches/figure1/individualrepsearch_api_batch001/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_dire_0001_openalex.json
2026-05-05_individual_replication_vast_search_batch001	01_metadata_replication_language_openalex_crossref_semanticscholar__dire_0001__openalex	openalex	3	Sample Size Justification	10.1525/collabra.33267	2022	Collabra Psychology	https://openalex.org/W4220832516	0	no_relation_evidence		2	False	steps/searches/figure1/individualrepsearch_api_batch001/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_dire_0001_openalex.json
2026-05-05_individual_replication_vast_search_batch001	01_metadata_replication_language_openalex_crossref_semanticscholar__dire_0001__openalex	openalex	4	Four reasons to prefer Bayesian analyses over significance testing	10.3758/s13423-017-1266-z	2017	Psychonomic Bulletin & Review	https://openalex.org/W2598750737	4	abstract_failed_replication	roach matches those intuitions. Specifically, it is shown that a high-powered non-significant result is consistent with no evidence for H0 over H1 worth mentioning, which a Bayes factor can show, and, conversely, that a low-powered non-significant result is consistent with substantial evidence for H0 over H1, again indicated by Bayesian analyses. The fo	0	True	steps/searches/figure1/individualrepsearch_api_batch001/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_dire_0001_openalex.json
2026-05-05_individual_replication_vast_search_batch001	01_metadata_replication_language_openalex_crossref_semanticscholar__dire_0001__openalex	openalex	5	Recommendations for Increasing Replicability in Psychology	10.1002/per.1919	2013	European Journal of Personality	https://openalex.org/W2126539575	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch001/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_dire_0001_openalex.json
2026-05-05_individual_replication_vast_search_batch001	01_metadata_replication_language_openalex_crossref_semanticscholar__dire_0001__openalex	openalex	6	The Meaningfulness of Effect Sizes in Psychological Research: Differences Between Sub-Disciplines and the Impact of Potential Biases	10.3389/fpsyg.2019.00813	2019	Frontiers in Psychology	https://openalex.org/W2937326640	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch001/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_dire_0001_openalex.json
2026-05-05_individual_replication_vast_search_batch001	01_metadata_replication_language_openalex_crossref_semanticscholar__dire_0001__openalex	openalex	7	Priming of Social Distance? Failure to Replicate Effects on Social and Food Judgments	10.1371/journal.pone.0042510	2012	PLoS ONE	https://openalex.org/W2106777508	5	title_exact_replication	Priming of Social Distance? Failure to Replicate Effects on Social and Food Judgments	1	False	steps/searches/figure1/individualrepsearch_api_batch001/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_dire_0001_openalex.json
2026-05-05_individual_replication_vast_search_batch001	01_metadata_replication_language_openalex_crossref_semanticscholar__dire_0001__openalex	openalex	8	Working memory, fluid intelligence, and impulsiveness in heavy media multitaskers	10.3758/s13423-013-0456-6	2013	Psychonomic Bulletin & Review	https://openalex.org/W2087948978	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch001/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_dire_0001_openalex.json
2026-05-05_individual_replication_vast_search_batch001	01_metadata_replication_language_openalex_crossref_semanticscholar__dire_0001__crossref	crossref	1	Partial inhibition of viral replication machinery enhances recombination in herpes simplex viruses	10.1186/s13062-025-00711-1	2025	Biology Direct	https://doi.org/10.1186/s13062-025-00711-1	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch001/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_dire_0001_crossref.json
2026-05-05_individual_replication_vast_search_batch001	01_metadata_replication_language_openalex_crossref_semanticscholar__dire_0001__crossref	crossref	2	Direct Replication and Additional Sensitivity and Robustness Analyses for Frederiksen (2022): A Replication Report from the Nottingham Replication Games	10.2139/ssrn.4437368	2023	SSRN Electronic Journal	https://doi.org/10.2139/ssrn.4437368	5	title_exact_replication	Direct Replication and Additional Sensitivity and Robustness Analyses for Frederiksen (2022): A Replication Report from the Nottingham Replication Games	0	False	steps/searches/figure1/individualrepsearch_api_batch001/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_dire_0001_crossref.json
2026-05-05_individual_replication_vast_search_batch001	01_metadata_replication_language_openalex_crossref_semanticscholar__dire_0001__crossref	crossref	3	Kinds of Replication: Examining the Meanings of “Conceptual Replication” and “Direct Replication”	10.1177/17456916211041116	2022	Perspectives on Psychological Science	https://doi.org/10.1177/17456916211041116	5	title_exact_replication	Kinds of Replication: Examining the Meanings of “Conceptual Replication” and “Direct Replication”	0	False	steps/searches/figure1/individualrepsearch_api_batch001/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_dire_0001_crossref.json
2026-05-05_individual_replication_vast_search_batch001	01_metadata_replication_language_openalex_crossref_semanticscholar__dire_0001__crossref	crossref	4	LINEs of evidence: noncanonical DNA replication as an epigenetic determinant	10.1186/1745-6150-8-22	2013	Biology Direct	https://doi.org/10.1186/1745-6150-8-22	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch001/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_dire_0001_crossref.json
2026-05-05_individual_replication_vast_search_batch001	01_metadata_replication_language_openalex_crossref_semanticscholar__dire_0001__crossref	crossref	5	Replication matters: Advances in Translational Research's commitment to Direct Replication Studies	10.1556/1661.2025.00102	2026	Advances in Translational Research	https://doi.org/10.1556/1661.2025.00102	5	title_exact_replication	Replication matters: Advances in Translational Research's commitment to Direct Replication Studies	0	False	steps/searches/figure1/individualrepsearch_api_batch001/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_dire_0001_crossref.json
2026-05-05_individual_replication_vast_search_batch001	01_metadata_replication_language_openalex_crossref_semanticscholar__dire_0001__crossref	crossref	6	The scenario on the origin of translation in the RNA world: in principle of replication parsimony	10.1186/1745-6150-5-65	2010	Biology Direct	https://doi.org/10.1186/1745-6150-5-65	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch001/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_dire_0001_crossref.json
