candidate_key	candidate_name	provider	provider_id	url
asset_market_replications	High-powered preregistered replications of experimental asset-market results	osf	uxrgk	https://osf.io/download/htzwv/
asset_market_replications	High-powered preregistered replications of experimental asset-market results	osf	uxrgk	https://osf.io/download/q79e2/
asset_market_replications	High-powered preregistered replications of experimental asset-market results	osf	uxrgk	https://osf.io/download/zx2uv/
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	osf	tnmvq	https://osf.io/download/3xsfy/
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	osf	tnmvq	https://osf.io/download/62spv/
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	osf	tnmvq	https://osf.io/download/634562be24289c2648c12c3f/
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	osf	tnmvq	https://osf.io/download/634562ff31d6531a012dc7a9/
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	osf	tnmvq	https://osf.io/download/6345630224289c2649c12d5a/
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	osf	tnmvq	https://osf.io/download/6345637c0db48e2699e10aeb/
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	osf	tnmvq	https://osf.io/download/6345637c24289c2644c12ce3/
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	osf	tnmvq	https://osf.io/download/63456380d5b01025ee1f7d72/
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	osf	tnmvq	https://osf.io/download/6345642624289c2641c12cde/
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	osf	tnmvq	https://osf.io/download/74bj8/
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	osf	tnmvq	https://osf.io/download/7d39r/
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	osf	tnmvq	https://osf.io/download/8e4ug/
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	osf	tnmvq	https://osf.io/download/a3sef/
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	osf	tnmvq	https://osf.io/download/b3rdh/
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	osf	tnmvq	https://osf.io/download/bqz5u/
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	osf	tnmvq	https://osf.io/download/csgku/
