candidate_key	candidate_name	provider	provider_id	url	status	http_status	content_type	local_path	sha256	size_bytes	elapsed_sec	error
hagen_hcsp	Hagen Cumulative Science Project I	osf	d7za8	https://api.osf.io/v2/nodes/d7za8/files/osfstorage/	already_local	200	application/vnd.api+json; charset=utf-8	steps/source_inventory/figure1/gpt_many_replication_candidates_20260504/provider_metadata/31b07f91cbf5__osfstorage.html	337a5845bf62ccbe2bee6d47834c9d6317bc033ab935af60bc66d75c688ef71a	128	0.28	
asset_market_replications	High-powered preregistered replications of experimental asset-market results	osf	uxrgk	https://api.osf.io/v2/nodes/uxrgk/files/osfstorage/	already_local	200	application/vnd.api+json; charset=utf-8	steps/source_inventory/figure1/gpt_many_replication_candidates_20260504/provider_metadata/de3da5b4fbe9__osfstorage.html	627caba070a3d527954858f16c401fe4e21f185da78969fa81a0b7004dd2c5e8	6549	0.49	
asset_market_replications	High-powered preregistered replications of experimental asset-market results	osf	aepxt	https://api.osf.io/v2/nodes/aepxt/files/osfstorage/	http_error	404					0.25	HTTP Error 404: Not Found
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	osf	tnmvq	https://api.osf.io/v2/nodes/tnmvq/files/osfstorage/	already_local	200	application/vnd.api+json; charset=utf-8	steps/source_inventory/figure1/gpt_many_replication_candidates_20260504/provider_metadata/207c41393b86__osfstorage.html	ce0568a9aa3b0d1ed4548e6c98c227e11aac5677a709e564ce6bd0fb3420f79f	17272	0.60	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	osf	tnmvq	https://api.osf.io/v2/nodes/tnmvq/files/osfstorage/63456255d5b01025dc1f7dda/	already_local	200	application/vnd.api+json; charset=utf-8	steps/source_inventory/figure1/gpt_many_replication_candidates_20260504/provider_metadata/d682465ec346__63456255d5b01025dc1f7dda.html	c49cd665862c670d0eea90563a3dce70f36ae0394c0ba00d7324aca21c8d1787	8791	0.53	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	osf	tnmvq	https://api.osf.io/v2/nodes/tnmvq/files/osfstorage/63456412ec7f3f2595f5f6dc/	already_local	200	application/vnd.api+json; charset=utf-8	steps/source_inventory/figure1/gpt_many_replication_candidates_20260504/provider_metadata/212cd0acca3d__63456412ec7f3f2595f5f6dc.html	d7bda5fa12c53523c8b461ff0eba363317def16290d89b6b5b3924ca1a186d29	6420	0.45	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	osf	tnmvq	https://api.osf.io/v2/nodes/tnmvq/files/osfstorage/634564c231d6531a012dce9f/	already_local	200	application/vnd.api+json; charset=utf-8	steps/source_inventory/figure1/gpt_many_replication_candidates_20260504/provider_metadata/f7d37a7fe63e__634564c231d6531a012dce9f.html	fe7f28d25a27bf6e9b063b06433af5688ba5e36a6916299d063c73ebffd3e390	6536	0.40	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	osf	tnmvq	https://api.osf.io/v2/nodes/tnmvq/files/osfstorage/634562ec0db48e2692e107d9/	already_local	200	application/vnd.api+json; charset=utf-8	steps/source_inventory/figure1/gpt_many_replication_candidates_20260504/provider_metadata/d5fcf36a1895__634562ec0db48e2692e107d9.html	63047049d7b2cab1b1de2403d980cd13db2f55e60a349c973eae1410ef26a484	6374	0.42	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	osf	tnmvq	https://api.osf.io/v2/nodes/tnmvq/files/osfstorage/6345648b31d6531a012dcdb4/	already_local	200	application/vnd.api+json; charset=utf-8	steps/source_inventory/figure1/gpt_many_replication_candidates_20260504/provider_metadata/ceec811ba8e3__6345648b31d6531a012dcdb4.html	a022c0922f1d4dcf5892bb0b230962f3d14f2aa467fc75619307750f9acbc67e	6595	0.42	
sensory_marketing_replications	Replications of ten influential sensory-marketing studies	osf	tnmvq	https://api.osf.io/v2/nodes/tnmvq/files/osfstorage/6345651f24289c2644c12e5e/	already_local	200	application/vnd.api+json; charset=utf-8	steps/source_inventory/figure1/gpt_many_replication_candidates_20260504/provider_metadata/85a33b507104__6345651f24289c2644c12e5e.html	d5bc4725af93cfdc137c61858b7dbfa7dd983fb68e32c4f07017956caddaac3d	6618	0.43	
