source_id	identifier_type	identifier_value	identifier_url	identifier_source	is_primary	confidence	notes
work_title_genome_wide_association_and_longitudinal_analyses_reveal_genetic_l	pmid	23449627	https://pubmed.ncbi.nlm.nih.gov/23449627/	source.tsv	true	high	
work_title_genome_wide_association_and_longitudinal_analyses_reveal_genetic_l	url	https://pubmed.ncbi.nlm.nih.gov/23449627/	https://pubmed.ncbi.nlm.nih.gov/23449627/	source.tsv	true	medium	
work_title_the_occurrence_of_cardiovascular_event_and_peritonitis_events	nct	NCT01391468	https://clinicaltrials.gov/study/NCT01391468	source.tsv	true	high	
work_title_the_occurrence_of_cardiovascular_event_and_peritonitis_events	url	https://clinicaltrials.gov/study/NCT01391468	https://clinicaltrials.gov/study/NCT01391468	source.tsv	true	medium	
work_title_melanesian_blond_hair_is_caused_by_an_amino_acid_change_in_tyrp1	pmid	22556244	https://pubmed.ncbi.nlm.nih.gov/22556244/	source.tsv	true	high	
work_title_melanesian_blond_hair_is_caused_by_an_amino_acid_change_in_tyrp1	url	https://pubmed.ncbi.nlm.nih.gov/22556244/	https://pubmed.ncbi.nlm.nih.gov/22556244/	source.tsv	true	medium	
work_title_pcr_corrected_adequate_clinical_and_parasitological_response_acpr	nct	NCT00422084	https://clinicaltrials.gov/study/NCT00422084	source.tsv	true	high	
work_title_pcr_corrected_adequate_clinical_and_parasitological_response_acpr	url	https://clinicaltrials.gov/study/NCT00422084	https://clinicaltrials.gov/study/NCT00422084	source.tsv	true	medium	
work_title_narcotic_use	nct	NCT01163214	https://clinicaltrials.gov/study/NCT01163214	source.tsv	true	high	
work_title_narcotic_use	url	https://clinicaltrials.gov/study/NCT01163214	https://clinicaltrials.gov/study/NCT01163214	source.tsv	true	medium	
work_title_the_primary_outcome_is_the_area_under_the_stimulated_c_peptide_cur	nct	NCT00529399	https://clinicaltrials.gov/study/NCT00529399	source.tsv	true	high	
work_title_the_primary_outcome_is_the_area_under_the_stimulated_c_peptide_cur	url	https://clinicaltrials.gov/study/NCT00529399	https://clinicaltrials.gov/study/NCT00529399	source.tsv	true	medium	
work_title_halberda_j_2006_is_this_a_dax_which_i_see_before_me_use_of_the_log	url	https://doi.org/10.1016/j.cogpsych.2006.04.003	https://doi.org/10.1016/j.cogpsych.2006.04.003	source.tsv	true	medium	
work_title_percentage_of_subjects_who_achieved_a_composite_p_gaps1_cpns2_resp	nct	NCT02398188	https://clinicaltrials.gov/study/NCT02398188	source.tsv	true	high	
work_title_percentage_of_subjects_who_achieved_a_composite_p_gaps1_cpns2_resp	url	https://clinicaltrials.gov/study/NCT02398188	https://clinicaltrials.gov/study/NCT02398188	source.tsv	true	medium	
work_title_young_l_durwin_a_j_2013_moral_realism_as_moral_motivation_the_impa	url	https://doi.org/10.1016/j.jesp.2012.11.013	https://doi.org/10.1016/j.jesp.2012.11.013	source.tsv	true	medium	
work_title_schaefer_2019_np_cli_064	url	https://doi.org/10.1158/1557-3265.ovcasymp18-tmim-064	https://doi.org/10.1158/1557-3265.ovcasymp18-tmim-064	source.tsv	true	medium	
work_title_kuhberger_669	doi	10.1371/journal.pone.0105825	https://doi.org/10.1371/journal.pone.0105825	source.tsv	true	high	
work_title_kuhberger_669	url	https://doi.org/10.1371/journal.pone.0105825	https://doi.org/10.1371/journal.pone.0105825	source.tsv	true	medium	
work_nct_nct02473289	nct	NCT02473289	https://clinicaltrials.gov/study/NCT02473289	source.tsv	true	high	
work_nct_nct02473289	url	https://clinicaltrials.gov/study/NCT02473289	https://clinicaltrials.gov/study/NCT02473289	source.tsv	true	medium	
work_title_meltzoff_a_n_moore_m_k_1989_imitation_in_newborn_infants_exploring	url	https://doi.org/10.1037/0012-1649.25.6.954	https://doi.org/10.1037/0012-1649.25.6.954	source.tsv	true	medium	
work_title_computer_assisted_remedial_reading_intervention_for_school_beginne	doi	10.1111/j.1467-8624.2011.01580.x	https://doi.org/10.1111/j.1467-8624.2011.01580.x	source.tsv	true	high	
work_title_computer_assisted_remedial_reading_intervention_for_school_beginne	url	https://doi.org/10.1111/j.1467-8624.2011.01580.x	https://doi.org/10.1111/j.1467-8624.2011.01580.x	source.tsv	true	medium	
work_title_a_cross_validation_of_the_youth_level_of_service_case_management_i	doi	10.1037/lhb0000029	https://doi.org/10.1037/lhb0000029	source.tsv	true	high	
work_title_a_cross_validation_of_the_youth_level_of_service_case_management_i	url	https://doi.org/10.1037/lhb0000029	https://doi.org/10.1037/lhb0000029	source.tsv	true	medium	
work_title_pten_expression_of_sinc_vs_sicnot6l_in_dicer_ex5_hct116_cells	url	https://doi.org/10.1016/j.cell.2011.09.029	https://doi.org/10.1016/j.cell.2011.09.029	source.tsv	true	medium	
work_title_psalta_l_young_a_w_thompson_p_andrews_t_j_2014_the_thatcher_illusi	url	https://doi.org/10.1177/0956797613501521	https://doi.org/10.1177/0956797613501521	source.tsv	true	medium	
work_title_a_scalable_variational_inference_approach_for_increased_mixed_mode	pmid	39789286	https://pubmed.ncbi.nlm.nih.gov/39789286/	source.tsv	true	high	
work_title_a_scalable_variational_inference_approach_for_increased_mixed_mode	url	https://pubmed.ncbi.nlm.nih.gov/39789286/	https://pubmed.ncbi.nlm.nih.gov/39789286/	source.tsv	true	medium	
work_title_ethnicity_and_altruism_after_violence_the_contact_hypothesis_in_ko	doi	10.1017/xps.2014.18	https://doi.org/10.1017/xps.2014.18	source.tsv	true	high	
work_title_ethnicity_and_altruism_after_violence_the_contact_hypothesis_in_ko	url	https://doi.org/10.1017/xps.2014.18	https://doi.org/10.1017/xps.2014.18	source.tsv	true	medium	
work_plot2_metabus_open_bosco_jap_93_5_1013_4374	url	https://doi.org/10.1037/0021-9010.93.5.1013	https://doi.org/10.1037/0021-9010.93.5.1013	source.tsv	true	medium	
work_title_genetic_correlates_of_vitamin_d_binding_protein_and_25_hydroxyvita	pmid	36792583	https://pubmed.ncbi.nlm.nih.gov/36792583/	source.tsv	true	high	
work_title_genetic_correlates_of_vitamin_d_binding_protein_and_25_hydroxyvita	url	https://pubmed.ncbi.nlm.nih.gov/36792583/	https://pubmed.ncbi.nlm.nih.gov/36792583/	source.tsv	true	medium	
work_title_adapting_to_climate_change_the_remarkable_decline_in_the_us_temper	doi	10.1086/684582	https://doi.org/10.1086/684582	source.tsv	true	high	
work_title_adapting_to_climate_change_the_remarkable_decline_in_the_us_temper	url	https://doi.org/10.1086/684582	https://doi.org/10.1086/684582	source.tsv	true	medium	
work_title_genome_wide_association_study_meta_analysis_for_parkinson_disease	pmid	33987465	https://pubmed.ncbi.nlm.nih.gov/33987465/	source.tsv	true	high	
work_title_genome_wide_association_study_meta_analysis_for_parkinson_disease	url	https://pubmed.ncbi.nlm.nih.gov/33987465/	https://pubmed.ncbi.nlm.nih.gov/33987465/	source.tsv	true	medium	
work_title_clarkson_j_j_valente_m_j_leone_c_tormala_z_l_2013_motivated_reflec	url	https://doi.org/10.1177/0146167213497983	https://doi.org/10.1177/0146167213497983	source.tsv	true	medium	
work_title_pmcid_4493951	url	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4493951/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4493951/	source.tsv	true	medium	
work_title_evidence_for_vav2_and_znf433_as_susceptibility_genes_for_multiple	pmid	20598377	https://pubmed.ncbi.nlm.nih.gov/20598377/	source.tsv	true	high	
work_title_evidence_for_vav2_and_znf433_as_susceptibility_genes_for_multiple	url	https://pubmed.ncbi.nlm.nih.gov/20598377/	https://pubmed.ncbi.nlm.nih.gov/20598377/	source.tsv	true	medium	
work_title_mediastinal_nodal_clearance_after_completion_of_induction_chemorad	nct	NCT00979212	https://clinicaltrials.gov/study/NCT00979212	source.tsv	true	high	
work_title_mediastinal_nodal_clearance_after_completion_of_induction_chemorad	url	https://clinicaltrials.gov/study/NCT00979212	https://clinicaltrials.gov/study/NCT00979212	source.tsv	true	medium	
work_title_2016_preregistered_key_question_effect_schaefer_2019_preg_60	url	https://doi.org/10.3389/fpsyg.2016.01155	https://doi.org/10.3389/fpsyg.2016.01155	source.tsv	true	medium	
work_title_do_cannabis_based_medicinal_extracts_have_general_or_specific_effe	pmid	15327042	https://pubmed.ncbi.nlm.nih.gov/15327042/	source.tsv	false	high	
work_title_do_cannabis_based_medicinal_extracts_have_general_or_specific_effe	nct	NCT01610700	https://clinicaltrials.gov/study/NCT01610700	source.tsv	true	high	
work_title_do_cannabis_based_medicinal_extracts_have_general_or_specific_effe	url	https://clinicaltrials.gov/study/NCT01610700	https://clinicaltrials.gov/study/NCT01610700	source.tsv	true	medium	
work_title_maximizing_performance	doi	10.1249/mss.0000000000000818	https://doi.org/10.1249/mss.0000000000000818	source.tsv	true	high	
work_title_maximizing_performance	url	https://doi.org/10.1249/mss.0000000000000818	https://doi.org/10.1249/mss.0000000000000818	source.tsv	true	medium	
work_title_a_genome_wide_association_meta_analysis_of_preschool_internalizing	pmid	24839885	https://pubmed.ncbi.nlm.nih.gov/24839885/	source.tsv	true	high	
work_title_a_genome_wide_association_meta_analysis_of_preschool_internalizing	url	https://pubmed.ncbi.nlm.nih.gov/24839885/	https://pubmed.ncbi.nlm.nih.gov/24839885/	source.tsv	true	medium	
work_title_organizational_learning_in_target_setting	doi	10.5465/amj.2014.0897	https://doi.org/10.5465/amj.2014.0897	source.tsv	true	high	
work_title_organizational_learning_in_target_setting	url	https://doi.org/10.5465/amj.2014.0897	https://doi.org/10.5465/amj.2014.0897	source.tsv	true	medium	
work_plot2_metabus_open_bosco_jap_77_4_453_3437	url	https://doi.org/10.1037//0021-9010.77.4.453	https://doi.org/10.1037//0021-9010.77.4.453	source.tsv	true	medium	
work_plot2_metabus_open_bosco_jap_93_3_632_4351	url	https://doi.org/10.1037/0021-9010.93.3.632	https://doi.org/10.1037/0021-9010.93.3.632	source.tsv	true	medium	
work_title_genome_wide_association_study_of_mri_markers_of_cerebral_small_ves	pmid	32358547	https://pubmed.ncbi.nlm.nih.gov/32358547/	source.tsv	true	high	
work_title_genome_wide_association_study_of_mri_markers_of_cerebral_small_ves	url	https://pubmed.ncbi.nlm.nih.gov/32358547/	https://pubmed.ncbi.nlm.nih.gov/32358547/	source.tsv	true	medium	
work_plot2_metabus_open_bosco_jap_95_1_183_4501	url	https://doi.org/10.1037/a0012829	https://doi.org/10.1037/a0012829	source.tsv	true	medium	
work_title_percentage_of_patients_achieving_glycosylated_hemoglobin_hba1c_con	nct	NCT01003184	https://clinicaltrials.gov/study/NCT01003184	source.tsv	true	high	
work_title_percentage_of_patients_achieving_glycosylated_hemoglobin_hba1c_con	url	https://clinicaltrials.gov/study/NCT01003184	https://clinicaltrials.gov/study/NCT01003184	source.tsv	true	medium	
work_title_jap_91_4_971	url	https://doi.org/10.1037/0021-9010.91.4.971	https://doi.org/10.1037/0021-9010.91.4.971	source.tsv	true	medium	
work_title_alves_et_al_2018_score_24716_49_3	doi	10.1177/0956797618756862	https://doi.org/10.1177/0956797618756862	source.tsv	true	high	
work_title_alves_et_al_2018_score_24716_49_3	url	https://doi.org/10.1177/0956797618756862	https://doi.org/10.1177/0956797618756862	source.tsv	true	medium	
work_title_jap_86_6_1120	url	https://doi.org/10.1037/0021-9010.86.6.1120	https://doi.org/10.1037/0021-9010.86.6.1120	source.tsv	true	medium	
work_title_identification_of_common_genetic_polymorphisms_associated_with_dow	pmid	37001689	https://pubmed.ncbi.nlm.nih.gov/37001689/	source.tsv	true	high	
work_title_identification_of_common_genetic_polymorphisms_associated_with_dow	url	https://pubmed.ncbi.nlm.nih.gov/37001689/	https://pubmed.ncbi.nlm.nih.gov/37001689/	source.tsv	true	medium	
work_title_percentage_of_heavy_drinking_days_at_week_16_endpoint	nct	NCT00804570	https://clinicaltrials.gov/study/NCT00804570	source.tsv	true	high	
work_title_percentage_of_heavy_drinking_days_at_week_16_endpoint	url	https://clinicaltrials.gov/study/NCT00804570	https://clinicaltrials.gov/study/NCT00804570	source.tsv	true	medium	
work_doi_10_2466_pms_109_2_577_580	doi	10.2466/pms.109.2.577-580	https://doi.org/10.2466/pms.109.2.577-580	source.tsv	true	high	
work_doi_10_2466_pms_109_2_577_580	url	https://doi.org/10.2466/pms.109.2.577-580	https://doi.org/10.2466/pms.109.2.577-580	source.tsv	true	medium	
work_title_olsson_sundell_2023_57	doi	10.1371/journal.pone.0281110	https://doi.org/10.1371/journal.pone.0281110	source.tsv	true	high	
work_title_olsson_sundell_2023_57	url	https://doi.org/10.1371/journal.pone.0281110	https://doi.org/10.1371/journal.pone.0281110	source.tsv	true	medium	
work_title_many_labs_2_alter_1	url	https://doi.org/10.1037/0096-3445.136.4.569	https://doi.org/10.1037/0096-3445.136.4.569	source.tsv	true	medium	
work_title_wage_stagnation_and_buyer_power_how_buyer_supplier_relations_affec	doi	10.1177/0003122418762441	https://doi.org/10.1177/0003122418762441	source.tsv	true	high	
work_title_wage_stagnation_and_buyer_power_how_buyer_supplier_relations_affec	url	https://doi.org/10.1177/0003122418762441	https://doi.org/10.1177/0003122418762441	source.tsv	true	medium	
work_plot2_metabus_open_bosco_pp_53_1_153_4827	url	https://doi.org/10.1111/j.1744-6570.2000.tb00198.x	https://doi.org/10.1111/j.1744-6570.2000.tb00198.x	source.tsv	true	medium	
work_title_phase_3_psoriatic_arthritis_trial_brodalumab_140_mg_csdmard_versus	url	https://doi.org/10.1177/247553031600100201	https://doi.org/10.1177/247553031600100201	source.tsv	true	medium	
work_title_genomics_of_perivascular_space_burden_unravels_early_mechanisms_of	pmid	37069360	https://pubmed.ncbi.nlm.nih.gov/37069360/	source.tsv	true	high	
work_title_genomics_of_perivascular_space_burden_unravels_early_mechanisms_of	url	https://pubmed.ncbi.nlm.nih.gov/37069360/	https://pubmed.ncbi.nlm.nih.gov/37069360/	source.tsv	true	medium	
work_title_researchers_showed_images_to_the_adolescents_with_anorexia_nervosa	doi	10.1016/j.psychres.2017.09.048	https://doi.org/10.1016/j.psychres.2017.09.048	source.tsv	true	high	
work_title_researchers_showed_images_to_the_adolescents_with_anorexia_nervosa	url	https://doi.org/10.1016/j.psychres.2017.09.048	https://doi.org/10.1016/j.psychres.2017.09.048	source.tsv	true	medium	
work_title_log_transformed_log_28_day_seizure_rate_for_all_primary_generalize	nct	NCT01747915	https://clinicaltrials.gov/study/NCT01747915	source.tsv	true	high	
work_title_log_transformed_log_28_day_seizure_rate_for_all_primary_generalize	url	https://clinicaltrials.gov/study/NCT01747915	https://clinicaltrials.gov/study/NCT01747915	source.tsv	true	medium	
work_title_explaining_explanations_how_legislators_explain_their_policy_posit	doi	10.1111/ajps.12164	https://doi.org/10.1111/ajps.12164	source.tsv	true	high	
work_title_explaining_explanations_how_legislators_explain_their_policy_posit	url	https://doi.org/10.1111/ajps.12164	https://doi.org/10.1111/ajps.12164	source.tsv	true	medium	
work_title_religious_beliefs_and_behavior_cognitive_orientation_towards_spiri	url	https://doi.org/10.1111/1467-6494.t01-1-00094	https://doi.org/10.1111/1467-6494.t01-1-00094	source.tsv	true	medium	
work_title_garry_et_al_2008_co_witness_memory_distortion_original_new_zealand	doi	10.1016/j.jarmac.2018.09.004	https://doi.org/10.1016/j.jarmac.2018.09.004	source.tsv	true	high	
work_title_garry_et_al_2008_co_witness_memory_distortion_original_new_zealand	url	https://doi.org/10.1016/j.jarmac.2018.09.004	https://doi.org/10.1016/j.jarmac.2018.09.004	source.tsv	true	medium	
work_nct_nct04244084	nct	NCT04244084	https://clinicaltrials.gov/study/NCT04244084	source.tsv	true	high	
work_nct_nct04244084	url	https://clinicaltrials.gov/study/NCT04244084	https://clinicaltrials.gov/study/NCT04244084	source.tsv	true	medium	
work_title_https_osf_io_8j9cg	url	https://doi.org/10.1037/0278-7393.34.1.230	https://doi.org/10.1037/0278-7393.34.1.230	source.tsv	true	medium	
work_title_participants_cheated_more_frequently_after_reading_the_anti_free_w	url	https://doi.org/10.1111/j.1467-9280.2008.02045.x	https://doi.org/10.1111/j.1467-9280.2008.02045.x	source.tsv	true	medium	
work_title_f_1_117_127_07	url	https://doi.org/10.1037/a0030836	https://doi.org/10.1037/a0030836	source.tsv	true	medium	
