candidate_id	result_id	represented_source_id	route_module	route_family	input_primary_doi	input_pmid	input_pmcid	input_nct	input_title	input_first_author	input_year	query_used	api_url	api_record_id	api_record_json_path	candidate_url	candidate_final_url	candidate_repository	candidate_object_type_guess	candidate_relation_type	candidate_doi	candidate_pmid	candidate_pmcid	candidate_title	candidate_authors	candidate_year	candidate_license	candidate_access_status	download_attempted	http_status	mime_type	content_length	local_path	sha256	extracted_text_path	doi_in_candidate_text	pmid_in_candidate_text	pmcid_in_candidate_text	title_similarity	author_year_match	identity_decision	identity_reason	evidence_scale_candidate	failure_code	failure_detail	created_at
cand_42f744897a48	sr_57e119b02525	work_doi_10_1073_pnas_2103313118	crossref_tdm_pdf	crossref	10.1073/pnas.2103313118				Empirical audit and review and an assessment of evidentiary value in research on the psychological consequences of scarcity			10.1093/jcr/ucv051				http://academic.oup.com/jcr/article-pdf/42/5/767/19545217/ucv051.pdf	https://academic.oup.com/jcr/article-pdf/42/5/767/19545217/ucv051.pdf	academic.oup.com	blocked_page	primary_identifier_route	10.1093/jcr/ucv051							http_403_blocked	true	403	text/html; charset=UTF-8	5752									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked		2026-05-01T04:36:38.715618+00:00
cand_649e967280c1	sr_57e119b02525	work_doi_10_1073_pnas_2103313118	unpaywall_pdf_metadata	unpaywall	10.1073/pnas.2103313118				Empirical audit and review and an assessment of evidentiary value in research on the psychological consequences of scarcity			10.1093/jcr/ucv051							metadata_record	primary_identifier_route	10.1093/jcr/ucv051							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_d73c4f2516e8	sr_57e119b02525	work_doi_10_1073_pnas_2103313118	openalex_pdf_metadata	openalex	10.1073/pnas.2103313118				Empirical audit and review and an assessment of evidentiary value in research on the psychological consequences of scarcity			10.1093/jcr/ucv051							metadata_record	primary_identifier_route	10.1093/jcr/ucv051							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_79c7e70a4829	sr_57e119b02525	work_doi_10_1073_pnas_2103313118	semantic_scholar_openaccess_pdf_metadata	semantic_scholar	10.1073/pnas.2103313118				Empirical audit and review and an assessment of evidentiary value in research on the psychological consequences of scarcity			10.1093/jcr/ucv051							metadata_record	primary_identifier_route	10.1093/jcr/ucv051							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_6462357c5820	sr_57e119b02525	work_doi_10_1073_pnas_2103313118	europepmc_pdf_metadata	europepmc	10.1073/pnas.2103313118				Empirical audit and review and an assessment of evidentiary value in research on the psychological consequences of scarcity			10.1093/jcr/ucv051							metadata_record	primary_identifier_route	10.1093/jcr/ucv051							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_c76cfadae5b2	sr_57e119b02525	work_doi_10_1073_pnas_2103313118	doi_accept_pdf	doi_accept	10.1073/pnas.2103313118				Empirical audit and review and an assessment of evidentiary value in research on the psychological consequences of scarcity			10.1093/jcr/ucv051				https://doi.org/10.1093/jcr/ucv051	https://academic.oup.com/jcr/article-lookup/doi/10.1093/jcr/ucv051	academic.oup.com	blocked_page	primary_identifier_route	10.1093/jcr/ucv051							http_403_blocked	true	403	text/html; charset=UTF-8	5743									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked	DOI resolver requested with Accept: application/pdf	2026-05-01T04:36:38.715618+00:00
cand_35af6d18200c	sr_57e119b02525	work_doi_10_1073_pnas_2103313118	crossref_tdm_pdf_metadata	crossref	10.1073/pnas.2103313118				Empirical audit and review and an assessment of evidentiary value in research on the psychological consequences of scarcity			10.1073/pnas.2103313118							metadata_record	primary_identifier_route	10.1073/pnas.2103313118							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_f1ffdeb1084b	sr_57e119b02525	work_doi_10_1073_pnas_2103313118	unpaywall_pdf_metadata	unpaywall	10.1073/pnas.2103313118				Empirical audit and review and an assessment of evidentiary value in research on the psychological consequences of scarcity			10.1073/pnas.2103313118							metadata_record	primary_identifier_route	10.1073/pnas.2103313118							ok	false												metadata_only		level4_metadata_candidate	ok	1 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_de28fdca3661	sr_57e119b02525	work_doi_10_1073_pnas_2103313118	unpaywall_pdf	unpaywall	10.1073/pnas.2103313118				Empirical audit and review and an assessment of evidentiary value in research on the psychological consequences of scarcity			10.1073/pnas.2103313118				https://www.pnas.org/content/pnas/118/44/e2103313118.full.pdf	https://www.pnas.org/content/pnas/118/44/e2103313118.full.pdf	www.pnas.org	blocked_page	primary_identifier_route	10.1073/pnas.2103313118							http_403_blocked	true	403	text/html; charset=UTF-8	5757									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked		2026-05-01T04:36:38.715618+00:00
cand_24be9022b8ed	sr_57e119b02525	work_doi_10_1073_pnas_2103313118	openalex_pdf_metadata	openalex	10.1073/pnas.2103313118				Empirical audit and review and an assessment of evidentiary value in research on the psychological consequences of scarcity			10.1073/pnas.2103313118							metadata_record	primary_identifier_route	10.1073/pnas.2103313118							ok	false												metadata_only		level4_metadata_candidate	ok	1 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_2fc0cb93b09e	sr_57e119b02525	work_doi_10_1073_pnas_2103313118	openalex_pdf	openalex	10.1073/pnas.2103313118				Empirical audit and review and an assessment of evidentiary value in research on the psychological consequences of scarcity			10.1073/pnas.2103313118				https://www.pnas.org/content/pnas/118/44/e2103313118.full.pdf	https://www.pnas.org/content/pnas/118/44/e2103313118.full.pdf	www.pnas.org	blocked_page	primary_identifier_route	10.1073/pnas.2103313118							http_403_blocked	true	403	text/html; charset=UTF-8	5757									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked		2026-05-01T04:36:38.715618+00:00
cand_3647c362dc75	sr_57e119b02525	work_doi_10_1073_pnas_2103313118	semantic_scholar_openaccess_pdf_metadata	semantic_scholar	10.1073/pnas.2103313118				Empirical audit and review and an assessment of evidentiary value in research on the psychological consequences of scarcity			10.1073/pnas.2103313118							metadata_record	primary_identifier_route	10.1073/pnas.2103313118							ok	false												metadata_only		level4_metadata_candidate	ok	1 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_9a413a838c52	sr_57e119b02525	work_doi_10_1073_pnas_2103313118	semantic_scholar_openaccess_pdf	semantic_scholar	10.1073/pnas.2103313118				Empirical audit and review and an assessment of evidentiary value in research on the psychological consequences of scarcity			10.1073/pnas.2103313118				https://doi.org/10.1073/pnas.2103313118	https://pnas.org/doi/10.1073/pnas.2103313118	pnas.org	blocked_page	primary_identifier_route	10.1073/pnas.2103313118							http_403_blocked	true	403	text/html; charset=UTF-8	5671									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked		2026-05-01T04:36:38.715618+00:00
cand_09899554b0db	sr_57e119b02525	work_doi_10_1073_pnas_2103313118	europepmc_pdf_metadata	europepmc	10.1073/pnas.2103313118				Empirical audit and review and an assessment of evidentiary value in research on the psychological consequences of scarcity			10.1073/pnas.2103313118							metadata_record	primary_identifier_route	10.1073/pnas.2103313118							ok	false												metadata_only		level4_metadata_candidate	ok	1 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_1d73d17bab69	sr_57e119b02525	work_doi_10_1073_pnas_2103313118	europepmc_pdf	europepmc	10.1073/pnas.2103313118				Empirical audit and review and an assessment of evidentiary value in research on the psychological consequences of scarcity			10.1073/pnas.2103313118				https://europepmc.org/articles/PMC8612349?pdf=render	https://europepmc.org/api/getPdf?pmcid=PMC8612349	europepmc.org	full_article_pdf	primary_identifier_route	10.1073/pnas.2103313118							pdf_obtained	true	200	application/pdf	1075348	data/cache/original_pdf_acquisition/sample_300/sr_57e119b02525__europepmc_pdf__7c942bd6e75e.pdf	401a369d7738a200c8bc167cf7a2da8ed969b4cbecffc99a87d0302f30489848		true			0.578		accepted_pdf_identity	primary DOI route matches and primary DOI appears in extracted PDF text	level5_candidate_full_article	pdf_obtained		2026-05-01T04:36:38.715618+00:00
cand_181cffb2b268	sr_581b0190b9f5	work_title_pressed_for_time_goal_conflict_shapes_how_time_is_perceived_spent	crossref_tdm_pdf_metadata	crossref	10.1509/jmr.14.0130				Pressed for Time? Goal Conflict Shapes how Time is Perceived, Spent, and Valued			10.1509/jmr.14.0130							metadata_record	primary_identifier_route	10.1509/jmr.14.0130							ok	false												metadata_only		level4_metadata_candidate	ok	2 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_817c81c5182a	sr_581b0190b9f5	work_title_pressed_for_time_goal_conflict_shapes_how_time_is_perceived_spent	crossref_tdm_pdf	crossref	10.1509/jmr.14.0130				Pressed for Time? Goal Conflict Shapes how Time is Perceived, Spent, and Valued			10.1509/jmr.14.0130				https://journals.sagepub.com/doi/pdf/10.1509/jmr.14.0130	https://journals.sagepub.com/doi/pdf/10.1509/jmr.14.0130	journals.sagepub.com	blocked_page	primary_identifier_route	10.1509/jmr.14.0130							http_403_blocked	true	403	text/html; charset=UTF-8	5705									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked		2026-05-01T04:36:38.715618+00:00
cand_020388f58681	sr_581b0190b9f5	work_title_pressed_for_time_goal_conflict_shapes_how_time_is_perceived_spent	crossref_tdm_pdf	crossref	10.1509/jmr.14.0130				Pressed for Time? Goal Conflict Shapes how Time is Perceived, Spent, and Valued			10.1509/jmr.14.0130				https://journals.sagepub.com/doi/full-xml/10.1509/jmr.14.0130	https://journals.sagepub.com/doi/full-xml/10.1509/jmr.14.0130	journals.sagepub.com	blocked_page	primary_identifier_route	10.1509/jmr.14.0130							http_403_blocked	true	403	text/html; charset=UTF-8	5741									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked		2026-05-01T04:36:38.715618+00:00
cand_66f7af7e8fc9	sr_581b0190b9f5	work_title_pressed_for_time_goal_conflict_shapes_how_time_is_perceived_spent	unpaywall_pdf_metadata	unpaywall	10.1509/jmr.14.0130				Pressed for Time? Goal Conflict Shapes how Time is Perceived, Spent, and Valued			10.1509/jmr.14.0130							metadata_record	primary_identifier_route	10.1509/jmr.14.0130							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_9ac6a3a8e6ef	sr_581b0190b9f5	work_title_pressed_for_time_goal_conflict_shapes_how_time_is_perceived_spent	openalex_pdf_metadata	openalex	10.1509/jmr.14.0130				Pressed for Time? Goal Conflict Shapes how Time is Perceived, Spent, and Valued			10.1509/jmr.14.0130							metadata_record	primary_identifier_route	10.1509/jmr.14.0130							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_f20e90bf3af7	sr_581b0190b9f5	work_title_pressed_for_time_goal_conflict_shapes_how_time_is_perceived_spent	semantic_scholar_openaccess_pdf_metadata	semantic_scholar	10.1509/jmr.14.0130				Pressed for Time? Goal Conflict Shapes how Time is Perceived, Spent, and Valued			10.1509/jmr.14.0130							metadata_record	primary_identifier_route	10.1509/jmr.14.0130							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_0957aed1a749	sr_581b0190b9f5	work_title_pressed_for_time_goal_conflict_shapes_how_time_is_perceived_spent	europepmc_pdf_metadata	europepmc	10.1509/jmr.14.0130				Pressed for Time? Goal Conflict Shapes how Time is Perceived, Spent, and Valued			10.1509/jmr.14.0130							metadata_record	primary_identifier_route	10.1509/jmr.14.0130							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_002bc6e41651	sr_581b0190b9f5	work_title_pressed_for_time_goal_conflict_shapes_how_time_is_perceived_spent	doi_accept_pdf	doi_accept	10.1509/jmr.14.0130				Pressed for Time? Goal Conflict Shapes how Time is Perceived, Spent, and Valued			10.1509/jmr.14.0130				https://doi.org/10.1509/jmr.14.0130	https://journals.sagepub.com/doi/10.1509/jmr.14.0130	journals.sagepub.com	blocked_page	primary_identifier_route	10.1509/jmr.14.0130							http_403_blocked	true	403	text/html; charset=UTF-8	5693									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked	DOI resolver requested with Accept: application/pdf	2026-05-01T04:36:38.715618+00:00
cand_4481a2533df2	sr_5adb462eb079	work_title_jap_79_6_959	crossref_tdm_pdf_metadata	crossref	10.1037/0021-9010.79.6.959				JAP-79-6-959			10.1037/0021-9010.79.6.959							metadata_record	primary_identifier_route	10.1037/0021-9010.79.6.959							ok	false												metadata_only		level4_metadata_candidate	ok	1 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_69e700a88c9d	sr_5adb462eb079	work_title_jap_79_6_959	crossref_tdm_pdf	crossref	10.1037/0021-9010.79.6.959				JAP-79-6-959			10.1037/0021-9010.79.6.959				http://psycnet.apa.org/journals/apl/79/6/959.pdf	http://psycnet.apa.org/journals/apl/79/6/959.pdf	psycnet.apa.org	blocked_page	primary_identifier_route	10.1037/0021-9010.79.6.959							http_403_blocked	true	403	text/html	854									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked		2026-05-01T04:36:38.715618+00:00
cand_72b0b9dbbc9c	sr_5adb462eb079	work_title_jap_79_6_959	unpaywall_pdf_metadata	unpaywall	10.1037/0021-9010.79.6.959				JAP-79-6-959			10.1037/0021-9010.79.6.959							metadata_record	primary_identifier_route	10.1037/0021-9010.79.6.959							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_f57d841c9c0c	sr_5adb462eb079	work_title_jap_79_6_959	openalex_pdf_metadata	openalex	10.1037/0021-9010.79.6.959				JAP-79-6-959			10.1037/0021-9010.79.6.959							metadata_record	primary_identifier_route	10.1037/0021-9010.79.6.959							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_27ca6a9afc87	sr_5adb462eb079	work_title_jap_79_6_959	semantic_scholar_openaccess_pdf_metadata	semantic_scholar	10.1037/0021-9010.79.6.959				JAP-79-6-959			10.1037/0021-9010.79.6.959							metadata_record	primary_identifier_route	10.1037/0021-9010.79.6.959							http_404:	false												metadata_only		no_promotion	http_404:	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_28b2891ddca2	sr_5adb462eb079	work_title_jap_79_6_959	europepmc_pdf_metadata	europepmc	10.1037/0021-9010.79.6.959				JAP-79-6-959			10.1037/0021-9010.79.6.959							metadata_record	primary_identifier_route	10.1037/0021-9010.79.6.959							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_54106f24813f	sr_5adb462eb079	work_title_jap_79_6_959	doi_accept_pdf	doi_accept	10.1037/0021-9010.79.6.959				JAP-79-6-959			10.1037/0021-9010.79.6.959				https://doi.org/10.1037/0021-9010.79.6.959	https://doi.apa.org/doi/10.1037/0021-9010.79.6.959	doi.apa.org	blocked_page	primary_identifier_route	10.1037/0021-9010.79.6.959							http_403_blocked	true	403	text/html	856									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked	DOI resolver requested with Accept: application/pdf	2026-05-01T04:36:38.715618+00:00
cand_30b1c7d2b77e	sr_5b1a0fc622e3	work_title_f_1_117_127_07	crossref_tdm_pdf_metadata	crossref	10.1037/a0030836				F(1,117)=127.07			10.1037/a0030836							metadata_record	primary_identifier_route	10.1037/a0030836							ok	false												metadata_only		level4_metadata_candidate	ok	1 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_230fb71c0fd4	sr_5b1a0fc622e3	work_title_f_1_117_127_07	crossref_tdm_pdf	crossref	10.1037/a0030836				F(1,117)=127.07			10.1037/a0030836				http://psycnet.apa.org/journals/psp/104/1/28.pdf	http://psycnet.apa.org/journals/psp/104/1/28.pdf	psycnet.apa.org	blocked_page	primary_identifier_route	10.1037/a0030836							http_403_blocked	true	403	text/html	852									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked		2026-05-01T04:36:38.715618+00:00
cand_dbdf7fd00674	sr_5b1a0fc622e3	work_title_f_1_117_127_07	unpaywall_pdf_metadata	unpaywall	10.1037/a0030836				F(1,117)=127.07			10.1037/a0030836							metadata_record	primary_identifier_route	10.1037/a0030836							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_f70650fe15ed	sr_5b1a0fc622e3	work_title_f_1_117_127_07	openalex_pdf_metadata	openalex	10.1037/a0030836				F(1,117)=127.07			10.1037/a0030836							metadata_record	primary_identifier_route	10.1037/a0030836							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_c7510778e0ca	sr_5b1a0fc622e3	work_title_f_1_117_127_07	semantic_scholar_openaccess_pdf_metadata	semantic_scholar	10.1037/a0030836				F(1,117)=127.07			10.1037/a0030836							metadata_record	primary_identifier_route	10.1037/a0030836							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_2f214950d4f2	sr_5b1a0fc622e3	work_title_f_1_117_127_07	europepmc_pdf_metadata	europepmc	10.1037/a0030836				F(1,117)=127.07			10.1037/a0030836							metadata_record	primary_identifier_route	10.1037/a0030836							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_e5c315425b92	sr_5b1a0fc622e3	work_title_f_1_117_127_07	doi_accept_pdf	doi_accept	10.1037/a0030836				F(1,117)=127.07			10.1037/a0030836				https://doi.org/10.1037/a0030836	https://doi.apa.org/doi/10.1037/a0030836	doi.apa.org	blocked_page	primary_identifier_route	10.1037/a0030836							http_403_blocked	true	403	text/html	856									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked	DOI resolver requested with Accept: application/pdf	2026-05-01T04:36:38.715618+00:00
cand_b4f1824ac1d1	sr_5cfe7da2c521	work_plot2_metabus_open_bosco_jap_66_6_706_3063	crossref_tdm_pdf_metadata	crossref	10.1037/0021-9010.66.6.706				work_plot2_metabus_open_bosco_jap_66_6_706_3063			10.1037//0021-9010.66.6.706							metadata_record	primary_identifier_route	10.1037/0021-9010.66.6.706							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_c383bccdd22f	sr_5cfe7da2c521	work_plot2_metabus_open_bosco_jap_66_6_706_3063	unpaywall_pdf_metadata	unpaywall	10.1037/0021-9010.66.6.706				work_plot2_metabus_open_bosco_jap_66_6_706_3063			10.1037//0021-9010.66.6.706							metadata_record	primary_identifier_route	10.1037/0021-9010.66.6.706							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_c13349cfeec9	sr_5cfe7da2c521	work_plot2_metabus_open_bosco_jap_66_6_706_3063	openalex_pdf_metadata	openalex	10.1037/0021-9010.66.6.706				work_plot2_metabus_open_bosco_jap_66_6_706_3063			10.1037//0021-9010.66.6.706							metadata_record	primary_identifier_route	10.1037/0021-9010.66.6.706							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_661b11e4546d	sr_5cfe7da2c521	work_plot2_metabus_open_bosco_jap_66_6_706_3063	semantic_scholar_openaccess_pdf_metadata	semantic_scholar	10.1037/0021-9010.66.6.706				work_plot2_metabus_open_bosco_jap_66_6_706_3063			10.1037//0021-9010.66.6.706							metadata_record	primary_identifier_route	10.1037/0021-9010.66.6.706							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_22537bfbc279	sr_5cfe7da2c521	work_plot2_metabus_open_bosco_jap_66_6_706_3063	europepmc_pdf_metadata	europepmc	10.1037/0021-9010.66.6.706				work_plot2_metabus_open_bosco_jap_66_6_706_3063			10.1037//0021-9010.66.6.706							metadata_record	primary_identifier_route	10.1037/0021-9010.66.6.706							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_bfb6cb42c3d0	sr_5cfe7da2c521	work_plot2_metabus_open_bosco_jap_66_6_706_3063	doi_accept_pdf	doi_accept	10.1037/0021-9010.66.6.706				work_plot2_metabus_open_bosco_jap_66_6_706_3063			10.1037//0021-9010.66.6.706				https://doi.org/10.1037//0021-9010.66.6.706	https://doi.apa.org/doi/10.1037/0021-9010.66.6.706	doi.apa.org	blocked_page	primary_identifier_route	10.1037/0021-9010.66.6.706							http_403_blocked	true	403	text/html	854									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked	DOI resolver requested with Accept: application/pdf	2026-05-01T04:36:38.715618+00:00
cand_664b742c13e8	sr_5cfe7da2c521	work_plot2_metabus_open_bosco_jap_66_6_706_3063	crossref_tdm_pdf_metadata	crossref	10.1037/0021-9010.66.6.706				work_plot2_metabus_open_bosco_jap_66_6_706_3063			10.1037/0021-9010.66.6.706							metadata_record	primary_identifier_route	10.1037/0021-9010.66.6.706							ok	false												metadata_only		level4_metadata_candidate	ok	1 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_ae9890e9f4d2	sr_5cfe7da2c521	work_plot2_metabus_open_bosco_jap_66_6_706_3063	crossref_tdm_pdf	crossref	10.1037/0021-9010.66.6.706				work_plot2_metabus_open_bosco_jap_66_6_706_3063			10.1037/0021-9010.66.6.706				http://psycnet.apa.org/journals/apl/66/6/706.pdf	http://psycnet.apa.org/journals/apl/66/6/706.pdf	psycnet.apa.org	blocked_page	primary_identifier_route	10.1037/0021-9010.66.6.706							http_403_blocked	true	403	text/html	849									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked		2026-05-01T04:36:38.715618+00:00
cand_f5ed89610271	sr_5cfe7da2c521	work_plot2_metabus_open_bosco_jap_66_6_706_3063	unpaywall_pdf_metadata	unpaywall	10.1037/0021-9010.66.6.706				work_plot2_metabus_open_bosco_jap_66_6_706_3063			10.1037/0021-9010.66.6.706							metadata_record	primary_identifier_route	10.1037/0021-9010.66.6.706							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_1928c19439a5	sr_5cfe7da2c521	work_plot2_metabus_open_bosco_jap_66_6_706_3063	openalex_pdf_metadata	openalex	10.1037/0021-9010.66.6.706				work_plot2_metabus_open_bosco_jap_66_6_706_3063			10.1037/0021-9010.66.6.706							metadata_record	primary_identifier_route	10.1037/0021-9010.66.6.706							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_19633a5cc84b	sr_5cfe7da2c521	work_plot2_metabus_open_bosco_jap_66_6_706_3063	semantic_scholar_openaccess_pdf_metadata	semantic_scholar	10.1037/0021-9010.66.6.706				work_plot2_metabus_open_bosco_jap_66_6_706_3063			10.1037/0021-9010.66.6.706							metadata_record	primary_identifier_route	10.1037/0021-9010.66.6.706							http_404:	false												metadata_only		no_promotion	http_404:	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_00a971fbb0b2	sr_5cfe7da2c521	work_plot2_metabus_open_bosco_jap_66_6_706_3063	europepmc_pdf_metadata	europepmc	10.1037/0021-9010.66.6.706				work_plot2_metabus_open_bosco_jap_66_6_706_3063			10.1037/0021-9010.66.6.706							metadata_record	primary_identifier_route	10.1037/0021-9010.66.6.706							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_55dd032df9a5	sr_5cfe7da2c521	work_plot2_metabus_open_bosco_jap_66_6_706_3063	doi_accept_pdf	doi_accept	10.1037/0021-9010.66.6.706				work_plot2_metabus_open_bosco_jap_66_6_706_3063			10.1037/0021-9010.66.6.706				https://doi.org/10.1037/0021-9010.66.6.706	https://doi.apa.org/doi/10.1037/0021-9010.66.6.706	doi.apa.org	blocked_page	primary_identifier_route	10.1037/0021-9010.66.6.706							http_403_blocked	true	403	text/html	856									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked	DOI resolver requested with Accept: application/pdf	2026-05-01T04:36:38.715618+00:00
cand_a2336c64f304	sr_5d73e18a9b1e	work_title_looking_on_the_bright_side_replicating_the_association_between_bri	crossref_tdm_pdf_metadata	crossref	10.1525/collabra.168				Looking on the Bright Side: Replicating the Association between Brightness and Positivity - 2 matched prereg result(s)			10.1525/collabra.168							metadata_record	primary_identifier_route	10.1525/collabra.168							ok	false												metadata_only		level4_metadata_candidate	ok	1 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_c67538699ba6	sr_5d73e18a9b1e	work_title_looking_on_the_bright_side_replicating_the_association_between_bri	crossref_tdm_pdf	crossref	10.1525/collabra.168				Looking on the Bright Side: Replicating the Association between Brightness and Positivity - 2 matched prereg result(s)			10.1525/collabra.168				http://online.ucpress.edu/collabra/article-pdf/doi/10.1525/collabra.168/468220/168-2455-1-pb.pdf	https://online.ucpress.edu/collabra/article-pdf/doi/10.1525/collabra.168/468220/168-2455-1-pb.pdf	online.ucpress.edu	blocked_page	primary_identifier_route	10.1525/collabra.168							http_403_blocked	true	403	text/html; charset=UTF-8	5874									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked		2026-05-01T04:36:38.715618+00:00
cand_ebeefa22b2ed	sr_5d73e18a9b1e	work_title_looking_on_the_bright_side_replicating_the_association_between_bri	unpaywall_pdf_metadata	unpaywall	10.1525/collabra.168				Looking on the Bright Side: Replicating the Association between Brightness and Positivity - 2 matched prereg result(s)			10.1525/collabra.168							metadata_record	primary_identifier_route	10.1525/collabra.168							ok	false												metadata_only		level4_metadata_candidate	ok	1 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_a2767e6fe7c2	sr_5d73e18a9b1e	work_title_looking_on_the_bright_side_replicating_the_association_between_bri	unpaywall_pdf	unpaywall	10.1525/collabra.168				Looking on the Bright Side: Replicating the Association between Brightness and Positivity - 2 matched prereg result(s)			10.1525/collabra.168				http://www.collabra.org/articles/10.1525/collabra.168/galley/200/download/	https://online.ucpress.edu:443/collabra	online.ucpress.edu:443	blocked_page	primary_identifier_route	10.1525/collabra.168							http_403_blocked	true	403	text/html; charset=UTF-8	5582									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked		2026-05-01T04:36:38.715618+00:00
cand_0682112bb685	sr_5d73e18a9b1e	work_title_looking_on_the_bright_side_replicating_the_association_between_bri	openalex_pdf_metadata	openalex	10.1525/collabra.168				Looking on the Bright Side: Replicating the Association between Brightness and Positivity - 2 matched prereg result(s)			10.1525/collabra.168							metadata_record	primary_identifier_route	10.1525/collabra.168							ok	false												metadata_only		level4_metadata_candidate	ok	1 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_cd9a9a520202	sr_5d73e18a9b1e	work_title_looking_on_the_bright_side_replicating_the_association_between_bri	openalex_pdf	openalex	10.1525/collabra.168				Looking on the Bright Side: Replicating the Association between Brightness and Positivity - 2 matched prereg result(s)			10.1525/collabra.168				http://www.collabra.org/articles/10.1525/collabra.168/galley/200/download/	https://online.ucpress.edu:443/collabra	online.ucpress.edu:443	blocked_page	primary_identifier_route	10.1525/collabra.168							http_403_blocked	true	403	text/html; charset=UTF-8	5582									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked		2026-05-01T04:36:38.715618+00:00
