candidate_disposition_id	candidate_id	candidate_name	manifest_path	candidate_route	route_decision	final_row_status	final_row_reason	promoted_result_option_count	held_result_option_count	value_scanned_result_option_count	current_root_pair_ids	current_root_source_datasets	source_url_count	mirrored_source_count	mirror_errors	next_action
row_disposition_b703cdd0a48f5aba	api_candidate_e1d480fa16f7df49	unresolved original target -> Investigating Variation in Replicability	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_22a4bfe5b457b4f6|fig1_pair_3c228006a3c4d3f6|fig1_pair_441b71be37e980c3|fig1_pair_5db7bea39f1909a0|fig1_pair_708e77c18ece2614|fig1_pair_7e929be3dc70bd91|fig1_pair_c937d9ffb68530f5|fig1_pair_e89e177a49170690|fig1_pair_ea811f90b8396f2d|fig1_pair_f717b40f12d4d366|fig1_pair_fa30b157dd6d5beb	FReD filtered pair table	0	0		
row_disposition_e33c23c82939d2af	api_candidate_9db26ff9b8058473	Effects on Social and Food Judgments -> Priming of Social Distance? Failure to Replicate Effects on Social and Food Judgments	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_after_value_scan	do_not_promote_unless_policy_allows_smaller_focal_replication_or_original_study3_effect_is_extracted	0	1	1			0	0		
row_disposition_da8ebeba2fa23e2e	api_candidate_2510abd248029365	unresolved original target -> Two Failures to Replicate High-Performance-Goal Priming Effects	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_d296a67b1df1c9c1	Individual replication paper value scan	0	0		
row_disposition_f16e5d68bb983178	api_candidate_f3e7061d478e1e53	unresolved original target -> Is there a Publication Bias in Behavioural Intranasal Oxytocin Research on Humans? Opening the File Drawer of One Laboratory	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_seed_or_non_pair	Search hit is a review/methodology/supplement/context item, not an individual original-vs-replication result pair.	0	0	0			0	0		
row_disposition_4313e266e9493621	api_candidate_eaa8a0f32f7aab10	unresolved original target -> Direct Replication and Additional Sensitivity and Robustness Analyses for Frederiksen (2022): A Replication Report from the Nottingham Replication Games	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit|manual_review_before_repull.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit|manual_review_before_repull.
row_disposition_0555183bb9cec4d5	api_candidate_5b170b3d5b414951	unresolved original target -> Kinds of Replication: Examining the Meanings of “Conceptual Replication” and “Direct Replication”	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_seed_or_non_pair	Search hit is a review/methodology/supplement/context item, not an individual original-vs-replication result pair.	0	0	0			0	0		
row_disposition_163255c777fa3c17	api_candidate_30df9bd015197ff3	unresolved original target -> Replication matters: Advances in Translational Research's commitment to Direct Replication Studies	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_seed_or_non_pair	Search hit is a review/methodology/supplement/context item, not an individual original-vs-replication result pair.	0	0	0			0	0		
row_disposition_f693677985e9f7a5	api_candidate_00a1031c6c027f6a	Pickett and Baker (2014) -> The Pragmatic American Revisited: A Direct Replication of Pickett and Baker (2014)	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_61eaf2dbf15d5d0a		0	0		
row_disposition_267d46ff11dcdbaf	api_candidate_da16e390f5f2516a	Pickett and Baker (2014) -> The Pragmatic American Revisited: A Direct Replication of Pickett and Baker (2014)	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_61eaf2dbf15d5d0a		0	0		
row_disposition_a183c727bf7c9e40	api_candidate_c482b68e388efb4c	porcine circovirus type 1 -> Regeneration of the replication-associated proteins tandem direct repeat recognition nucleotide sequence at the origin of DNA replication of porcine circovirus type 1	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_after_value_scan	reject_irrelevant_or_keep_as_context_source	0	1	1			0	0		
row_disposition_63f1aa71c1b57317	api_candidate_33fc74a340d30a53	unresolved original target -> Investigation of direct replication techniques on periodic multilayers	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target|skip_until_original_target_resolved.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target|skip_until_original_target_resolved.
row_disposition_2f441ae1a6a64f90	api_candidate_b69b48c6b5202546	unresolved original target -> Direct replication and clinical psychological science	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	1		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_8a2f6d8da0b67a34	api_candidate_e93d5e20d7b766a7	Plasmid pIJ101 in Streptomyces lividans -> Sequences Essential for Replication of Plasmid pIJ101 in Streptomyces lividans	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	reject_irrelevant_or_keep_as_context_source	0	1	1			1	1		
row_disposition_6968d966145fb9f3	api_candidate_ccb2301b1827be82	unresolved original target -> Mechanisms of direct replication restart at stressed replisomes	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	1		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_c3c5ea1149213018	api_candidate_77398a2c8e043ed1	Mortality Salience Effect With and Without Original Author Involvement -> Many Labs 4: Failure to Replicate Mortality Salience Effect With and Without Original Author Involvement	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit|manual_review_before_repull.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit|manual_review_before_repull.
row_disposition_3d09b1b0e312b44a	api_candidate_6a194b695bb9593a	Oxytocin Effects on Trust -> Failed Replication of Oxytocin Effects on Trust: The Envelope Task Case	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_48321f50417489a1	Individual replication paper value scan	0	0		
row_disposition_f91341b28adcbc90	api_candidate_57a84c07c9be2d2e	unresolved original target -> No evidence for unethical amnesia for imagined actions: A failed replication and extension	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			7	7		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_6891350657750d87	api_candidate_2f615658dde21b4e	unresolved original target -> Infants’ perception of goal-directed actions: A multi-lab replication reveals that infants anticipate paths and not goals	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			8	8		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_3b03782828800ea9	api_candidate_6c465f7f2bf7618a	unresolved original target -> Can race really be erased? A pre-registered replication study	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit|manual_review_before_repull.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit|manual_review_before_repull.
row_disposition_a2dec24cbee83992	api_candidate_08e65261327b34f0	unresolved original target -> Supplemental Material for When Both the Original Study and Its Failed Replication Are Correct: Feeling Observed Eliminates the Facial-Feedback Effect	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_seed_or_non_pair	Search hit is a review/methodology/supplement/context item, not an individual original-vs-replication result pair.	0	0	0			0	0		
row_disposition_5f553837450ed809	api_candidate_103a002c9f30029a	unresolved original target -> Early COVID-19 Interventions Failed to Replicate 1918 St. Louis vs. Philadelphia Outcomes in the United States	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit|manual_review_before_repull.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit|manual_review_before_repull.
row_disposition_c6e2db36792637da	api_candidate_b6164c6515777459	unresolved original target -> Infants' understanding of solidity: Replicating a failure to replicate	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target|skip_until_original_target_resolved.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target|skip_until_original_target_resolved.
row_disposition_190c592adef14f36	api_candidate_b9417616f765b253	unresolved original target -> When both the original study and its failed replication are correct: Feeling observed eliminates the facial-feedback effect.	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit|skip_seed_or_non_pair.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit|skip_seed_or_non_pair.
row_disposition_8007ffd5750725af	api_candidate_431e61f1075c1e4b	unresolved original target -> Candidate Gene Studies of a Promising Intermediate Phenotype: Failure to Replicate	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit|manual_review_before_repull.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit|manual_review_before_repull.
row_disposition_eb113ca17293652e	api_candidate_ac518393f5f3ba70	unresolved original target -> The CASA theory no longer applies to desktop computers	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit|manual_review_before_repull.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit|manual_review_before_repull.
row_disposition_1055a7a015df309d	api_candidate_d69512d607ea08f3	authentic pedagogy -> Quality of pedagogy and student achievement: multi-level replication of authentic pedagogy	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_after_value_scan	retain_as_native_or_context_source_not_current_figure1_row	0	1	1			0	0		
row_disposition_6afb4f61b77137d8	api_candidate_7f3b70fe52767bc4	the Effect of Product Size on Status Signaling -> Super-Size Me: An Unsuccessful Preregistered Replication of the Effect of Product Size on Status Signaling	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_1b8cd026a5c08362|fig1_pair_83a777c13b99494a|fig1_pair_c0ca281bbd3da1e5|fig1_pair_dbbbd144d697b4ce	FReD filtered pair table	0	0		
row_disposition_9e16151c62164d94	api_candidate_79aefba4508adf98	Measurement Invariance for Registered Reports -> Visualizemi: Visualization, Effect Size, and Replication of Measurement Invariance for Registered Reports	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_seed_or_non_pair	Search hit is a review/methodology/supplement/context item, not an individual original-vs-replication result pair.	0	0	0			0	0		
row_disposition_9a951ce40bef40af	api_candidate_21b882b2a3dc29de	the linguistic frame effect on perceived blame and financial liability -> Preregistered direct replication of the linguistic frame effect on perceived blame and financial liability	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_030e22d3cc99371a|fig1_pair_0ef063a84e329f7b|fig1_pair_1c2370e84fe33ac2|fig1_pair_1ed3a5d797fe78b7|fig1_pair_5ac42add6cce8205|fig1_pair_b39698ee4a817624	Linguistic frame liability clean csvs	0	0		
row_disposition_87f70aa4179393ed	api_candidate_2537eb141b71e9b2	the broad-host-range plasmid RK2 -> Replication of the broad-host-range plasmid RK2: direct measurement of intracellular concentrations of the essential TrfA replication proteins and their effect on plasmid copy number	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	reject_irrelevant_or_keep_as_context_source	0	1	1			1	1		
row_disposition_5810cdedb0b187f7	api_candidate_ffd55078d3e1ef53	unresolved original target -> Is spacing really the â€œfriend of inductionâ€?	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_edad9df532d82302	Individual replication paper value scan	0	0		
row_disposition_dbd948274e413f1a	api_candidate_274fe8a40bd8b125	unresolved original target -> The Effect of Concrete Wording on Truth Judgements: A Preregistered Replication and Extension of Hansen &amp; Wänke ()	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_in_root_table	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_1e647ca5817e33a5|fig1_pair_e4dbc3d9df8fdf1d	FReD filtered pair table	0	0		
