candidate_id	candidate_name	route_type	candidate_route	worklist_path	source_url	final_url	mirror_status	error_or_blocker	content_type	byte_count	sha256	local_path	retrieval_method	created_at
api_candidate_dfaca8efbd8c31d7	the Predictive Validity of the Suicide–Implicit Association Test -> Forecasting a Fatal Decision: Direct Replication of the Predictive Validity of the Suicide–Implicit Association Test	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://doi.org/10.1177/0956797619893062	https://journals.sagepub.com/doi/10.1177/0956797619893062	failed	http_error_403	text/html; charset=UTF-8	0			python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_dfaca8efbd8c31d7	the Predictive Validity of the Suicide–Implicit Association Test -> Forecasting a Fatal Decision: Direct Replication of the Predictive Validity of the Suicide–Implicit Association Test	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://pubmed.ncbi.nlm.nih.gov/31825760	https://pubmed.ncbi.nlm.nih.gov/31825760/	mirrored		text/html; charset=utf-8	139866	a22d0206795154db63d3171c132350350e47191cf9fad41c027d62032ee0c26f	data/raw/replication_projects/individual_search_batch004/api_candidate_dfaca8efbd8c31d7/02_pubmed_ncbi_nlm_nih_gov_31825760_a22d02067951.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_dfaca8efbd8c31d7	the Predictive Validity of the Suicide–Implicit Association Test -> Forecasting a Fatal Decision: Direct Replication of the Predictive Validity of the Suicide–Implicit Association Test	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://hal.science/hal-02440256/document	https://hal.science/hal-02440256/document	mirrored		text/html; charset=utf-8	12544	d0ed306421b9707cbecca0c05350beabdd6111016d21a001d394643f56cdd8e0	data/raw/replication_projects/individual_search_batch004/api_candidate_dfaca8efbd8c31d7/03_hal_science_hal_02440256_document_d0ed306421b9.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_dfaca8efbd8c31d7	the Predictive Validity of the Suicide–Implicit Association Test -> Forecasting a Fatal Decision: Direct Replication of the Predictive Validity of the Suicide–Implicit Association Test	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://hal.science/hal-02440256	https://hal.science/hal-02440256	mirrored		text/html; charset=utf-8	12544	fed62d5d50658346f3a5b1a949c2683081e085d67260e461a67318921c536f45	data/raw/replication_projects/individual_search_batch004/api_candidate_dfaca8efbd8c31d7/04_hal_science_hal_02440256_fed62d5d5065.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_dfaca8efbd8c31d7	the Predictive Validity of the Suicide–Implicit Association Test -> Forecasting a Fatal Decision: Direct Replication of the Predictive Validity of the Suicide–Implicit Association Test	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://openalex.org/W2995835788	https://openalex.org/W2995835788	mirrored		text/html; charset=UTF-8	2653	158469730ed2eb8625b0a3219f142a7114199b88308b13f38c4881d9858c9d99	data/raw/replication_projects/individual_search_batch004/api_candidate_dfaca8efbd8c31d7/05_openalex_org_w2995835788_158469730ed2.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_f618ec94840bd7eb	unresolved original target -> Supplemental Material for The Prevalence of Direct Replication Articles in Top-Ranking Psychology Journals	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://doi.org/10.1037/amp0001385.supp	https://supp.apa.org/psycarticles/supplemental/amp0001385/amp0001385_supp.html	mirrored		text/html	11731	358222f8530f67561c956cfbfa0a4725e69109e618983ba4eb4a4cdf21b5577d	data/raw/replication_projects/individual_search_batch004/api_candidate_f618ec94840bd7eb/01_supp_apa_org_psycarticles_supplemental_amp0001385_amp0001385_supp_html_358222f8530f.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_9706339e8a624a3e	tandem genes in Drosophila -> Evidence for rolling circle replication of tandem genes in Drosophila	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://doi.org/10.1093/nar/gki764	https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gki764	failed	http_error_403	text/html; charset=UTF-8	0			python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_1e92a78ddf5bf933	unresolved original target -> A closer look at the size of the gaze-liking effect: a preregistered replication	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://doi.org/10.1080/02699931.2018.1468732	https://www.tandfonline.com/doi/full/10.1080/02699931.2018.1468732	failed	http_error_403	text/html; charset=UTF-8	0			python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_1e92a78ddf5bf933	unresolved original target -> A closer look at the size of the gaze-liking effect: a preregistered replication	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://pubmed.ncbi.nlm.nih.gov/29708472	https://pubmed.ncbi.nlm.nih.gov/29708472/	mirrored		text/html; charset=utf-8	121315	1ae407838a60dbac53fd72f7272c61484220820a0d5736a456573eb2346ee4d9	data/raw/replication_projects/individual_search_batch004/api_candidate_1e92a78ddf5bf933/02_pubmed_ncbi_nlm_nih_gov_29708472_1ae407838a60.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_1e92a78ddf5bf933	unresolved original target -> A closer look at the size of the gaze-liking effect: a preregistered replication	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://eprints.leedsbeckett.ac.uk/id/eprint/4972/1/ACloserLookattheSizeoftheGaze-likingEffectAM-TIPPLES.pdf	https://eprints.leedsbeckett.ac.uk/id/eprint/4972/1/ACloserLookattheSizeoftheGaze-likingEffectAM-TIPPLES.pdf	mirrored		application/pdf	753424	9b4a195363d4e8d5fd724b8b863bc36e94b082f65a3a291941a680dfa6d2ba52	data/raw/replication_projects/individual_search_batch004/api_candidate_1e92a78ddf5bf933/03_eprints_leedsbeckett_ac_uk_id_eprint_4972_1_acloserlookatthesizeofthegaz_9b4a195363d4.pdf	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_1e92a78ddf5bf933	unresolved original target -> A closer look at the size of the gaze-liking effect: a preregistered replication	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://eprints.leedsbeckett.ac.uk/view/creators/Tipples=3AJ=3A=3A.html>	https://eprints.leedsbeckett.ac.uk/view/creators/Tipples=3AJ=3A=3A.html>	failed	http_error_404	text/html; charset=utf-8	0			python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_1e92a78ddf5bf933	unresolved original target -> A closer look at the size of the gaze-liking effect: a preregistered replication	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	http://hdl.handle.net/11573/1109765	https://iris.uniroma1.it/handle/11573/1109765	mirrored		text/html;charset=utf-8	51583	23f232008455f818cd62698c5c35bff8d979a76dc456804db9542bb7b217f3ea	data/raw/replication_projects/individual_search_batch004/api_candidate_1e92a78ddf5bf933/05_iris_uniroma1_it_handle_11573_1109765_23f232008455.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_1e92a78ddf5bf933	unresolved original target -> A closer look at the size of the gaze-liking effect: a preregistered replication	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://openalex.org/W2801523333	https://openalex.org/W2801523333	mirrored		text/html; charset=UTF-8	2653	158469730ed2eb8625b0a3219f142a7114199b88308b13f38c4881d9858c9d99	data/raw/replication_projects/individual_search_batch004/api_candidate_1e92a78ddf5bf933/06_openalex_org_w2801523333_158469730ed2.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_d7e3e5e56d9be2e2	unresolved original target -> The self and recollection reconsidered: how a ‘failure to replicate’ failed and why trace strength accounts of recollection are untenable	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://doi.org/10.1002/acp.740	https://onlinelibrary.wiley.com/doi/10.1002/acp.740	failed	http_error_403	text/html; charset=UTF-8	0			python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_6081ff58a22cfd2b	unresolved original target -> Small procedural differences matter: Conceptual and direct replication attempts of the communication-intervention effect on infants’ false-belief ascriptions	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://doi.org/10.1016/j.cogdev.2021.101054	https://linkinghub.elsevier.com/retrieve/pii/S0885201421000496	mirrored		text/html;charset=UTF-8	2778	4e2ed9c97dc17ab995c0c0c0102cf35516b22449b54b8e32801e05a8928a3ac0	data/raw/replication_projects/individual_search_batch004/api_candidate_6081ff58a22cfd2b/01_linkinghub_elsevier_com_retrieve_pii_s0885201421000496_4e2ed9c97dc1.html	python_urllib_user_agent	2026-05-05T00:00:00
