candidate_id	candidate_name	route_type	candidate_route	worklist_path	source_url	final_url	mirror_status	error_or_blocker	content_type	byte_count	sha256	local_path	retrieval_method	created_at
api_candidate_410ff1685532db83	Study 3 From Trafimow and Hughes (2012) -> Registered Replication Report: Study 3 From Trafimow and Hughes (2012)	route_to_individual_strict_extraction	strict_figure1a	steps/individual_replication_papers/figure1/individual-paper-worklist-from-search.tsv	https://doi.org/10.1177/25152459251328334	https://journals.sagepub.com/doi/10.1177/25152459251328334	failed	http_error_403	text/html; charset=UTF-8	0			python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_410ff1685532db83	Study 3 From Trafimow and Hughes (2012) -> Registered Replication Report: Study 3 From Trafimow and Hughes (2012)	route_to_individual_strict_extraction	strict_figure1a	steps/individual_replication_papers/figure1/individual-paper-worklist-from-search.tsv	https://cris.maastrichtuniversity.nl/en/publications/faa39805-711f-4b17-98b1-82897b04f0fe	https://cris.maastrichtuniversity.nl/en/publications/faa39805-711f-4b17-98b1-82897b04f0fe	mirrored		text/html	64130	83fffac037a08b4368f68a277e3e944a6df6e3afb598d2159461b411b33e60ea	data/raw/replication_projects/individual_search_batch006/api_candidate_410ff1685532db83/02_cris_maastrichtuniversity_nl_en_publications_registered_replication_repo_83fffac037a0.html	existing_local_file_reuse	2026-05-05T00:00:00
api_candidate_410ff1685532db83	Study 3 From Trafimow and Hughes (2012) -> Registered Replication Report: Study 3 From Trafimow and Hughes (2012)	route_to_individual_strict_extraction	strict_figure1a	steps/individual_replication_papers/figure1/individual-paper-worklist-from-search.tsv	https://jyx.jyu.fi/bitstreams/bb664b0b-c24a-46a7-a3fc-01a3fae2c868/download	https://jyx.jyu.fi/bitstreams/bb664b0b-c24a-46a7-a3fc-01a3fae2c868/download	mirrored		application/pdf	2978294	47679df31e0027c2098093bad7efb0611d1b14a84ec374e848d4a9200e2d1dee	data/raw/replication_projects/individual_search_batch006/api_candidate_410ff1685532db83/03_jyx_jyu_fi_bitstreams_bb664b0b_c24a_46a7_a3fc_01a3fae2c868_download_47679df31e00.pdf	existing_local_file_reuse	2026-05-05T00:00:00
api_candidate_410ff1685532db83	Study 3 From Trafimow and Hughes (2012) -> Registered Replication Report: Study 3 From Trafimow and Hughes (2012)	route_to_individual_strict_extraction	strict_figure1a	steps/individual_replication_papers/figure1/individual-paper-worklist-from-search.tsv	http://urn.fi/URN:NBN:fi:jyu-202504253470	http://urn.fi/URN:NBN:fi:jyu-202504253470	mirrored		text/html	54879	f850a1f837da54c56aeadbd610f5152c22e3732a6d8ce523e196b18691d92edc	data/raw/replication_projects/individual_search_batch006/api_candidate_410ff1685532db83/04_jyx_jyu_fi_jyx_record_jyx_123456789_101630_f850a1f837da.html	existing_local_file_reuse	2026-05-05T00:00:00
api_candidate_410ff1685532db83	Study 3 From Trafimow and Hughes (2012) -> Registered Replication Report: Study 3 From Trafimow and Hughes (2012)	route_to_individual_strict_extraction	strict_figure1a	steps/individual_replication_papers/figure1/individual-paper-worklist-from-search.tsv	https://repository.ubn.ru.nl//bitstream/handle/2066/319027/319027.pdf	https://repository.ubn.ru.nl//bitstream/handle/2066/319027/319027.pdf	failed	TimeoutError: The read operation timed out		0			python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_410ff1685532db83	Study 3 From Trafimow and Hughes (2012) -> Registered Replication Report: Study 3 From Trafimow and Hughes (2012)	route_to_individual_strict_extraction	strict_figure1a	steps/individual_replication_papers/figure1/individual-paper-worklist-from-search.tsv	https://hdl.handle.net/2066/319027	https://repository.ubn.ru.nl/handle/2066/319027	failed			0			python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_410ff1685532db83	Study 3 From Trafimow and Hughes (2012) -> Registered Replication Report: Study 3 From Trafimow and Hughes (2012)	route_to_individual_strict_extraction	strict_figure1a	steps/individual_replication_papers/figure1/individual-paper-worklist-from-search.tsv	https://doaj.org/article/43fe909c4f884f14bc14f709394af5c4	https://doaj.org/article/43fe909c4f884f14bc14f709394af5c4	mirrored		text/html	77867	59ec1552b4babb91b08b13b530ee8ebcebd6e65df46d158ee2d1c9632ce90875	data/raw/replication_projects/individual_search_batch006/api_candidate_410ff1685532db83/07_doaj_org_article_43fe909c4f884f14bc14f709394af5c4_59ec1552b4ba.html	existing_local_file_reuse	2026-05-05T00:00:00
api_candidate_410ff1685532db83	Study 3 From Trafimow and Hughes (2012) -> Registered Replication Report: Study 3 From Trafimow and Hughes (2012)	route_to_individual_strict_extraction	strict_figure1a	steps/individual_replication_papers/figure1/individual-paper-worklist-from-search.tsv	http://gala.gre.ac.uk/id/eprint/47533/	http://gala.gre.ac.uk/id/eprint/47533/	mirrored		text/html	56423	8222a8645a16a3d0e67f2e6533ae48cc6384ab7746bfe15093ceb03bb2487fe7	data/raw/replication_projects/individual_search_batch006/api_candidate_410ff1685532db83/08_gala_gre_ac_uk_id_eprint_47533_8222a8645a16.html	existing_local_file_reuse	2026-05-05T00:00:00
api_candidate_410ff1685532db83	Study 3 From Trafimow and Hughes (2012) -> Registered Replication Report: Study 3 From Trafimow and Hughes (2012)	route_to_individual_strict_extraction	strict_figure1a	steps/individual_replication_papers/figure1/individual-paper-worklist-from-search.tsv	https://openalex.org/W4409672125	https://openalex.org/W4409672125	mirrored		text/html	2653	16b660aaccf62b438feb70423324880494787a3aecb084498c7ad243ea8b221b	data/raw/replication_projects/individual_search_batch006/api_candidate_410ff1685532db83/09_openalex_org_w4409672125_16b660aaccf6.html	existing_local_file_reuse	2026-05-05T00:00:00
api_candidate_d0d97166d49c1514	unresolved original target -> Gender Bias in Pediatric Pain Assessment	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://doi.org/10.17605/osf.io/pqg3a	https://doi.org/10.17605/osf.io/pqg3a	mirrored		text/html	4190	c1df7be23f683d962a8550695672438d011bf23ec574a572af356cfeb5038c53	data/raw/replication_projects/individual_search_batch006/api_candidate_d0d97166d49c1514/01_osf_io_pqg3a_v1_c1df7be23f68.html	existing_local_file_reuse	2026-05-05T00:00:00
api_candidate_d0d97166d49c1514	unresolved original target -> Gender Bias in Pediatric Pain Assessment	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://psyarxiv.com/pqg3a/	https://psyarxiv.com/pqg3a/	mirrored		text/html	4190	c1df7be23f683d962a8550695672438d011bf23ec574a572af356cfeb5038c53	data/raw/replication_projects/individual_search_batch006/api_candidate_d0d97166d49c1514/02_osf_io_preprints_psyarxiv_pqg3a_c1df7be23f68.html	existing_local_file_reuse	2026-05-05T00:00:00
api_candidate_d0d97166d49c1514	unresolved original target -> Gender Bias in Pediatric Pain Assessment	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	10.17605/osf.io/pqg3a	https://osf.io/pqg3a_v1	mirrored		text/html	4190	c1df7be23f683d962a8550695672438d011bf23ec574a572af356cfeb5038c53	data/raw/replication_projects/individual_search_batch006/api_candidate_d0d97166d49c1514/03_osf_io_pqg3a_v1_c1df7be23f68.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_20bab2afc61ed9fb	unresolved original target -> Sample sizes in psychological research over time	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://doi.org/10.17605/osf.io/zsjf4	https://osf.io/zsjf4/	mirrored		text/html	4190	c1df7be23f683d962a8550695672438d011bf23ec574a572af356cfeb5038c53	data/raw/replication_projects/individual_search_batch006/api_candidate_20bab2afc61ed9fb/01_osf_io_zsjf4_c1df7be23f68.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_20bab2afc61ed9fb	unresolved original target -> Sample sizes in psychological research over time	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://osf.io/zsjf4/	https://osf.io/zsjf4/	mirrored		text/html	4190	c1df7be23f683d962a8550695672438d011bf23ec574a572af356cfeb5038c53	data/raw/replication_projects/individual_search_batch006/api_candidate_20bab2afc61ed9fb/02_osf_io_zsjf4_c1df7be23f68.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_20bab2afc61ed9fb	unresolved original target -> Sample sizes in psychological research over time	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	10.17605/osf.io/zsjf4	https://osf.io/zsjf4/	mirrored		text/html	4190	c1df7be23f683d962a8550695672438d011bf23ec574a572af356cfeb5038c53	data/raw/replication_projects/individual_search_batch006/api_candidate_20bab2afc61ed9fb/03_osf_io_zsjf4_c1df7be23f68.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_c40d24e17d7cb2cf	unresolved original target -> Testing Inter-Rater Reliability in Judgments of Research Quality Criteria	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://doi.org/10.17605/osf.io/v8bth	https://osf.io/v8bth/	mirrored		text/html	4190	c1df7be23f683d962a8550695672438d011bf23ec574a572af356cfeb5038c53	data/raw/replication_projects/individual_search_batch006/api_candidate_c40d24e17d7cb2cf/01_osf_io_v8bth_c1df7be23f68.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_c40d24e17d7cb2cf	unresolved original target -> Testing Inter-Rater Reliability in Judgments of Research Quality Criteria	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://osf.io/v8bth/	https://osf.io/v8bth/	mirrored		text/html	4190	c1df7be23f683d962a8550695672438d011bf23ec574a572af356cfeb5038c53	data/raw/replication_projects/individual_search_batch006/api_candidate_c40d24e17d7cb2cf/02_osf_io_v8bth_c1df7be23f68.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_c40d24e17d7cb2cf	unresolved original target -> Testing Inter-Rater Reliability in Judgments of Research Quality Criteria	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	10.17605/osf.io/v8bth	https://osf.io/v8bth/	mirrored		text/html	4190	c1df7be23f683d962a8550695672438d011bf23ec574a572af356cfeb5038c53	data/raw/replication_projects/individual_search_batch006/api_candidate_c40d24e17d7cb2cf/03_osf_io_v8bth_c1df7be23f68.html	python_urllib_user_agent	2026-05-05T00:00:00
