candidate_id	candidate_name	route_type	candidate_route	worklist_path	source_url	final_url	mirror_status	error_or_blocker	content_type	byte_count	sha256	local_path	retrieval_method	created_at
api_candidate_b69b48c6b5202546	unresolved original target -> Direct replication and clinical psychological science	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://doi.org/10.1017/s0140525x18000754	https://doi.org/10.1017/s0140525x18000754	mirrored		text/html	919400	9588eac86fb183623aeb2b67458a78293186197312246919acdf9ce9eba0460e	data/raw/replication_projects/individual_search_batch003/api_candidate_b69b48c6b5202546/01_www_cambridge_org_core_journals_behavioral_and_brain_sciences_article_ab_9588eac86fb1.html	existing_local_file_reuse	2026-05-05T00:00:00
api_candidate_e93d5e20d7b766a7	Plasmid pIJ101 in Streptomyces lividans -> Sequences Essential for Replication of Plasmid pIJ101 in Streptomyces lividans	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://doi.org/10.1006/plas.1995.1020	https://doi.org/10.1006/plas.1995.1020	mirrored		text/html	2693	acfcabf15af18ad4b1808311e1fe6feb9e45665dc30f9baf69deb5b3b760c598	data/raw/replication_projects/individual_search_batch003/api_candidate_e93d5e20d7b766a7/01_linkinghub_elsevier_com_retrieve_pii_s0147619x85710207_acfcabf15af1.html	existing_local_file_reuse	2026-05-05T00:00:00
api_candidate_ccb2301b1827be82	unresolved original target -> Mechanisms of direct replication restart at stressed replisomes	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://doi.org/10.1016/j.dnarep.2020.102947	https://doi.org/10.1016/j.dnarep.2020.102947	mirrored		text/html	2678	c4e992abbfec788fe423bc2c55e39502fde6861298baa81acefb3f526b075619	data/raw/replication_projects/individual_search_batch003/api_candidate_ccb2301b1827be82/01_linkinghub_elsevier_com_retrieve_pii_s1568786420301968_c4e992abbfec.html	existing_local_file_reuse	2026-05-05T00:00:00
api_candidate_57a84c07c9be2d2e	unresolved original target -> No evidence for unethical amnesia for imagined actions: A failed replication and extension	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://link.springer.com/content/pdf/10.3758/s13421-018-0803-y.pdf	https://link.springer.com/content/pdf/10.3758/s13421-018-0803-y.pdf	mirrored		application/pdf	509809	85f53e3cd2067d7f604c2bdd7b6eb193af99c6fa14a3f569a376a422088aff3e	data/raw/replication_projects/individual_search_batch003/api_candidate_57a84c07c9be2d2e/01_link_springer_com_content_pdf_10_3758_s13421_018_0803_y_pdf_error_cookie_85f53e3cd206.pdf	existing_local_file_reuse	2026-05-05T00:00:00
api_candidate_57a84c07c9be2d2e	unresolved original target -> No evidence for unethical amnesia for imagined actions: A failed replication and extension	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://doi.org/10.3758/s13421-018-0803-y	https://doi.org/10.3758/s13421-018-0803-y	mirrored		text/html	388424	c64d4ac9d93413daaaa4e2b3c74c0ab29d5c3a31ac1dc254490093c8f711e4d1	data/raw/replication_projects/individual_search_batch003/api_candidate_57a84c07c9be2d2e/02_link_springer_com_article_10_3758_s13421_018_0803_y_error_cookies_not_su_c64d4ac9d934.html	existing_local_file_reuse	2026-05-05T00:00:00
api_candidate_57a84c07c9be2d2e	unresolved original target -> No evidence for unethical amnesia for imagined actions: A failed replication and extension	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://pubmed.ncbi.nlm.nih.gov/29532400	https://pubmed.ncbi.nlm.nih.gov/29532400	mirrored		text/html	131430	b2c9b73d2eded97decac7b0574ba08850ee60e66129add6fd5f3ecbf82ef604a	data/raw/replication_projects/individual_search_batch003/api_candidate_57a84c07c9be2d2e/03_pubmed_ncbi_nlm_nih_gov_29532400_b2c9b73d2ede.html	existing_local_file_reuse	2026-05-05T00:00:00
api_candidate_57a84c07c9be2d2e	unresolved original target -> No evidence for unethical amnesia for imagined actions: A failed replication and extension	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	http://api.osf.io/v2/nodes/haegq/	http://api.osf.io/v2/nodes/haegq/	mirrored		text/html	23377	27012d0368e4dce1c15034f1b3cb57868370a4fba5d183a51d0b8e3150f5c119	data/raw/replication_projects/individual_search_batch003/api_candidate_57a84c07c9be2d2e/04_api_osf_io_v2_nodes_haegq_27012d0368e4.html	existing_local_file_reuse	2026-05-05T00:00:00
api_candidate_57a84c07c9be2d2e	unresolved original target -> No evidence for unethical amnesia for imagined actions: A failed replication and extension	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	http://osf.io/haegq/	http://osf.io/haegq/	mirrored		text/html	4190	c1df7be23f683d962a8550695672438d011bf23ec574a572af356cfeb5038c53	data/raw/replication_projects/individual_search_batch003/api_candidate_57a84c07c9be2d2e/05_osf_io_haegq_c1df7be23f68.html	existing_local_file_reuse	2026-05-05T00:00:00
api_candidate_57a84c07c9be2d2e	unresolved original target -> No evidence for unethical amnesia for imagined actions: A failed replication and extension	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://osf.io/haegq	https://osf.io/haegq	mirrored		text/html	4190	c1df7be23f683d962a8550695672438d011bf23ec574a572af356cfeb5038c53	data/raw/replication_projects/individual_search_batch003/api_candidate_57a84c07c9be2d2e/06_osf_io_haegq_c1df7be23f68.html	existing_local_file_reuse	2026-05-05T00:00:00
api_candidate_57a84c07c9be2d2e	unresolved original target -> No evidence for unethical amnesia for imagined actions: A failed replication and extension	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://openalex.org/W2791057285	https://openalex.org/W2791057285	mirrored		text/html	2653	158469730ed2eb8625b0a3219f142a7114199b88308b13f38c4881d9858c9d99	data/raw/replication_projects/individual_search_batch003/api_candidate_57a84c07c9be2d2e/07_openalex_org_w2791057285_158469730ed2.html	existing_local_file_reuse	2026-05-05T00:00:00
api_candidate_2f615658dde21b4e	unresolved original target -> Infants’ perception of goal-directed actions: A multi-lab replication reveals that infants anticipate paths and not goals	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://doi.org/10.1016/j.infbeh.2019.101340	https://doi.org/10.1016/j.infbeh.2019.101340	mirrored		text/html	2742	f6c37425726a93952b1d6ab67de542894a504eef4de6fa2a99df17df8818eb08	data/raw/replication_projects/individual_search_batch003/api_candidate_2f615658dde21b4e/01_linkinghub_elsevier_com_retrieve_pii_s0163638318301346_f6c37425726a.html	existing_local_file_reuse	2026-05-05T00:00:00
api_candidate_2f615658dde21b4e	unresolved original target -> Infants’ perception of goal-directed actions: A multi-lab replication reveals that infants anticipate paths and not goals	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://pubmed.ncbi.nlm.nih.gov/31387059	https://pubmed.ncbi.nlm.nih.gov/31387059	mirrored		text/html	131453	e4c0f6aaec0f766208ba6d3504526e95ebd2a4d457e208a9f36a71a0d7e1f385	data/raw/replication_projects/individual_search_batch003/api_candidate_2f615658dde21b4e/02_pubmed_ncbi_nlm_nih_gov_31387059_e4c0f6aaec0f.html	existing_local_file_reuse	2026-05-05T00:00:00
api_candidate_2f615658dde21b4e	unresolved original target -> Infants’ perception of goal-directed actions: A multi-lab replication reveals that infants anticipate paths and not goals	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://www.zora.uzh.ch/id/eprint/180832/1/1-s2.0-S0163638318301346-main.pdf	https://www.zora.uzh.ch/bitstreams/92791251-1aaa-4f20-9a3f-2262d8007877/download	mirrored		text/html; charset=utf-8	690891	d1e80fc84d86450382616b8fbf79d3de6491dc84221be5382fd25e0a7b837e48	data/raw/replication_projects/individual_search_batch003/api_candidate_2f615658dde21b4e/03_www_zora_uzh_ch_bitstreams_92791251_1aaa_4f20_9a3f_2262d8007877_download_d1e80fc84d86.html	python_urllib_user_agent	2026-05-05T00:00:00
api_candidate_2f615658dde21b4e	unresolved original target -> Infants’ perception of goal-directed actions: A multi-lab replication reveals that infants anticipate paths and not goals	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	http://hdl.handle.net/21.11116/0000-0004-A3F2-2	http://hdl.handle.net/21.11116/0000-0004-A3F2-2	mirrored		text/html	7246	3091ec21bc26a2518e181001cdbd43bc7eb7cf96f79065716e95fae9ad8ad1d1	data/raw/replication_projects/individual_search_batch003/api_candidate_2f615658dde21b4e/04_pure_mpg_de_view_item_3159089_3091ec21bc26.html	existing_local_file_reuse	2026-05-05T00:00:00
api_candidate_2f615658dde21b4e	unresolved original target -> Infants’ perception of goal-directed actions: A multi-lab replication reveals that infants anticipate paths and not goals	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	http://hdl.handle.net/20.500.11850/381405	http://hdl.handle.net/20.500.11850/381405	mirrored		text/html	782	15f31c7081f50512052cc7e9a5933e8c17585293a24c1da213a4e50482a441a0	data/raw/replication_projects/individual_search_batch003/api_candidate_2f615658dde21b4e/05_www_research_collection_ethz_ch_handle_20_500_11850_381405_15f31c7081f5.html	existing_local_file_reuse	2026-05-05T00:00:00
api_candidate_2f615658dde21b4e	unresolved original target -> Infants’ perception of goal-directed actions: A multi-lab replication reveals that infants anticipate paths and not goals	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://doi.org/10.3929/ethz-b-000381405	https://doi.org/10.3929/ethz-b-000381405	mirrored		text/html	782	15f31c7081f50512052cc7e9a5933e8c17585293a24c1da213a4e50482a441a0	data/raw/replication_projects/individual_search_batch003/api_candidate_2f615658dde21b4e/06_www_research_collection_ethz_ch_handle_20_500_11850_381405_15f31c7081f5.html	existing_local_file_reuse	2026-05-05T00:00:00
api_candidate_2f615658dde21b4e	unresolved original target -> Infants’ perception of goal-directed actions: A multi-lab replication reveals that infants anticipate paths and not goals	route_to_coverage_only	coverage_only	steps/individual_replication_papers/figure1/individual-paper-worklist-coverage-only.tsv	https://doi.org/10.5167/uzh-180832	https://www.zora.uzh.ch/entities/publication/b5216df5-a925-4dd3-ac83-892caf15973c	mirrored		text/html; charset=utf-8	904935	0d3c6dd0acca1ced5971770b345632092a864e6779810a42620e598e0836ebbd	data/raw/replication_projects/individual_search_batch003/api_candidate_2f615658dde21b4e/07_www_zora_uzh_ch_entities_publication_b5216df5_a925_4dd3_ac83_892caf15973_0d3c6dd0acca.html	python_urllib_user_agent	2026-05-05T00:00:00
